,occ_code,occ_title,o_group,tot_emp,area
1031,11-0000,Management Occupations,major,272140,13
1032,13-0000,Business and Financial Operations Occupations,major,260840,13
1033,15-0000,Computer and Mathematical Occupations,major,154890,13
1034,17-0000,Architecture and Engineering Occupations,major,62550,13
1035,19-0000,"Life, Physical, and Social Science Occupations",major,29960,13
1036,21-0000,Community and Social Service Occupations,major,48300,13
1037,23-0000,Legal Occupations,major,34310,13
1038,25-0000,Educational Instruction and Library Occupations,major,273700,13
1039,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,64000,13
1040,29-0000,Healthcare Practitioners and Technical Occupations,major,245700,13
1041,31-0000,Healthcare Support Occupations,major,135360,13
1042,33-0000,Protective Service Occupations,major,111350,13
1043,35-0000,Food Preparation and Serving Related Occupations,major,416960,13
1044,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,112290,13
1045,39-0000,Personal Care and Service Occupations,major,83260,13
1046,41-0000,Sales and Related Occupations,major,471770,13
1047,43-0000,Office and Administrative Support Occupations,major,580040,13
1048,45-0000,"Farming, Fishing, and Forestry Occupations",major,11120,13
1049,47-0000,Construction and Extraction Occupations,major,149200,13
1050,49-0000,"Installation, Maintenance, and Repair Occupations",major,187070,13
1051,51-0000,Production Occupations,major,317050,13
1052,53-0000,Transportation and Material Moving Occupations,major,450020,13
8504,11-1021,General and Operations Managers,detailed,83090,13
8505,11-1031,Legislators,detailed,1650,13
8506,11-2011,Advertising and Promotions Managers,detailed,670,13
8507,11-2021,Marketing Managers,detailed,9220,13
8508,11-2022,Sales Managers,detailed,15290,13
8509,11-2030,Public Relations and Fundraising Managers,detailed,2190,13
8510,11-3010,Administrative Services and Facilities Managers,detailed,10100,13
8511,11-3021,Computer and Information Systems Managers,detailed,14950,13
8512,11-3031,Financial Managers,detailed,18280,13
8513,11-3051,Industrial Production Managers,detailed,4470,13
8514,11-3061,Purchasing Managers,detailed,2370,13
8515,11-3071,"Transportation, Storage, and Distribution Managers",detailed,4290,13
8516,11-3111,Compensation and Benefits Managers,detailed,710,13
8517,11-3121,Human Resources Managers,detailed,5670,13
8518,11-3131,Training and Development Managers,detailed,1540,13
8519,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,60,13
8520,11-9021,Construction Managers,detailed,7830,13
8521,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,2040,13
8522,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,8240,13
8523,11-9039,"Education Administrators, All Other",detailed,**,13
8524,11-9041,Architectural and Engineering Managers,detailed,4700,13
8525,11-9051,Food Service Managers,detailed,9660,13
8526,11-9081,Lodging Managers,detailed,1200,13
8527,11-9111,Medical and Health Services Managers,detailed,**,13
8528,11-9131,Postmasters and Mail Superintendents,detailed,340,13
8529,11-9141,"Property, Real Estate, and Community Association Managers",detailed,6830,13
8530,11-9151,Social and Community Service Managers,detailed,3800,13
8531,11-9161,Emergency Management Directors,detailed,350,13
8532,11-9171,Funeral Home Managers,detailed,410,13
8533,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,**,13
8534,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,330,13
8535,13-1020,Buyers and Purchasing Agents,detailed,12330,13
8536,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,**,13
8537,13-1032,"Insurance Appraisers, Auto Damage",detailed,470,13
8538,13-1041,Compliance Officers,detailed,10350,13
8539,13-1051,Cost Estimators,detailed,4880,13
8540,13-1071,Human Resources Specialists,detailed,21060,13
8541,13-1075,Labor Relations Specialists,detailed,1100,13
8542,13-1081,Logisticians,detailed,7780,13
8543,13-1111,Management Analysts,detailed,19860,13
8544,13-1121,"Meeting, Convention, and Event Planners",detailed,2820,13
8545,13-1131,Fundraisers,detailed,2010,13
8546,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,3240,13
8547,13-1151,Training and Development Specialists,detailed,9810,13
8548,13-1161,Market Research Analysts and Marketing Specialists,detailed,21300,13
8549,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,47170,13
8550,13-2011,Accountants and Auditors,detailed,36860,13
8551,13-2020,Property Appraisers and Assessors,detailed,2620,13
8552,13-2031,Budget Analysts,detailed,1880,13
8553,13-2041,Credit Analysts,detailed,2290,13
8554,13-2052,Personal Financial Advisors,detailed,4950,13
8555,13-2053,Insurance Underwriters,detailed,6730,13
8556,13-2061,Financial Examiners,detailed,**,13
8557,13-2071,Credit Counselors,detailed,690,13
8558,13-2072,Loan Officers,detailed,9460,13
8559,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1740,13
8560,13-2082,Tax Preparers,detailed,1850,13
8561,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,14150,13
8562,15-1211,Computer Systems Analysts,detailed,19600,13
8563,15-1212,Information Security Analysts,detailed,4010,13
8564,15-1221,Computer and Information Research Scientists,detailed,720,13
8565,15-1231,Computer Network Support Specialists,detailed,6460,13
8566,15-1232,Computer User Support Specialists,detailed,22360,13
8567,15-1241,Computer Network Architects,detailed,5750,13
8568,15-1244,Network and Computer Systems Administrators,detailed,9150,13
8569,15-1245,Database Administrators and Architects,detailed,5390,13
8570,15-1251,Computer Programmers,detailed,4920,13
8571,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,45440,13
