,occ_code,occ_title,o_group,tot_emp,area
811,11-0000,Management Occupations,major,83760,1
812,13-0000,Business and Financial Operations Occupations,major,78600,1
813,15-0000,Computer and Mathematical Occupations,major,44070,1
814,17-0000,Architecture and Engineering Occupations,major,44480,1
815,19-0000,"Life, Physical, and Social Science Occupations",major,10740,1
816,21-0000,Community and Social Service Occupations,major,19650,1
817,23-0000,Legal Occupations,major,10960,1
818,25-0000,Educational Instruction and Library Occupations,major,105240,1
819,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18240,1
820,29-0000,Healthcare Practitioners and Technical Occupations,major,129690,1
821,31-0000,Healthcare Support Occupations,major,68060,1
822,33-0000,Protective Service Occupations,major,44660,1
823,35-0000,Food Preparation and Serving Related Occupations,major,186900,1
824,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,55720,1
825,39-0000,Personal Care and Service Occupations,major,34260,1
826,41-0000,Sales and Related Occupations,major,208730,1
827,43-0000,Office and Administrative Support Occupations,major,253500,1
828,45-0000,"Farming, Fishing, and Forestry Occupations",major,5970,1
829,47-0000,Construction and Extraction Occupations,major,83040,1
830,49-0000,"Installation, Maintenance, and Repair Occupations",major,98500,1
831,51-0000,Production Occupations,major,219280,1
832,53-0000,Transportation and Material Moving Occupations,major,170120,1
1998,11-1011,Chief Executives,detailed,1320,1
1999,11-1021,General and Operations Managers,detailed,30790,1
2000,11-1031,Legislators,detailed,1110,1
2001,11-2011,Advertising and Promotions Managers,detailed,70,1
2002,11-2021,Marketing Managers,detailed,1040,1
2003,11-2022,Sales Managers,detailed,2670,1
2004,11-2030,Public Relations and Fundraising Managers,detailed,510,1
2005,11-3010,Administrative Services and Facilities Managers,detailed,1050,1
2006,11-3021,Computer and Information Systems Managers,detailed,3650,1
2007,11-3031,Financial Managers,detailed,5480,1
2008,11-3051,Industrial Production Managers,detailed,3320,1
2009,11-3061,Purchasing Managers,detailed,880,1
2010,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1250,1
2011,11-3111,Compensation and Benefits Managers,detailed,60,1
2012,11-3121,Human Resources Managers,detailed,1440,1
2013,11-3131,Training and Development Managers,detailed,210,1
2014,11-9021,Construction Managers,detailed,3650,1
2015,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,470,1
2016,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,3630,1
2017,11-9033,"Education Administrators, Postsecondary",detailed,**,1
2018,11-9041,Architectural and Engineering Managers,detailed,2340,1
2019,11-9051,Food Service Managers,detailed,2690,1
2020,11-9081,Lodging Managers,detailed,490,1
2021,11-9111,Medical and Health Services Managers,detailed,**,1
2022,11-9121,Natural Sciences Managers,detailed,200,1
2023,11-9131,Postmasters and Mail Superintendents,detailed,280,1
2024,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1750,1
2025,11-9151,Social and Community Service Managers,detailed,**,1
2026,11-9161,Emergency Management Directors,detailed,220,1
2027,11-9171,Funeral Home Managers,detailed,220,1
2028,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,2170,1
2029,13-1020,Buyers and Purchasing Agents,detailed,6440,1
2030,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,4160,1
2031,13-1032,"Insurance Appraisers, Auto Damage",detailed,240,1
2032,13-1041,Compliance Officers,detailed,2140,1
2033,13-1051,Cost Estimators,detailed,2180,1
2034,13-1071,Human Resources Specialists,detailed,6100,1
2035,13-1075,Labor Relations Specialists,detailed,890,1
2036,13-1081,Logisticians,detailed,4060,1
2037,13-1111,Management Analysts,detailed,4630,1
2038,13-1121,"Meeting, Convention, and Event Planners",detailed,720,1
2039,13-1131,Fundraisers,detailed,650,1
2040,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,590,1
2041,13-1151,Training and Development Specialists,detailed,2520,1
2042,13-1161,Market Research Analysts and Marketing Specialists,detailed,4410,1
2043,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,7580,1
2044,13-2011,Accountants and Auditors,detailed,17400,1
2045,13-2020,Property Appraisers and Assessors,detailed,900,1
2046,13-2031,Budget Analysts,detailed,860,1
2047,13-2041,Credit Analysts,detailed,510,1
2048,13-2052,Personal Financial Advisors,detailed,1950,1
2049,13-2053,Insurance Underwriters,detailed,840,1
2050,13-2061,Financial Examiners,detailed,1270,1
2051,13-2071,Credit Counselors,detailed,230,1
2052,13-2072,Loan Officers,detailed,3720,1
2053,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1000,1
2054,13-2082,Tax Preparers,detailed,500,1
2055,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,2110,1
2056,15-1211,Computer Systems Analysts,detailed,4310,1
2057,15-1212,Information Security Analysts,detailed,1570,1
2058,15-1231,Computer Network Support Specialists,detailed,1210,1
2059,15-1232,Computer User Support Specialists,detailed,6480,1
2060,15-1241,Computer Network Architects,detailed,1310,1
2061,15-1244,Network and Computer Systems Administrators,detailed,4090,1
2062,15-1245,Database Administrators and Architects,detailed,2430,1
2063,15-1251,Computer Programmers,detailed,6200,1
2064,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,11800,1
2065,15-1257,Web Developers and Digital Interface Designers,detailed,760,1
2066,15-1299,"Computer Occupations, All Other",detailed,2240,1
