,occ_code,occ_title,o_group,tot_emp,area
1317,11-0000,Management Occupations,major,170650,27
1318,13-0000,Business and Financial Operations Occupations,major,171550,27
1319,15-0000,Computer and Mathematical Occupations,major,97960,27
1320,17-0000,Architecture and Engineering Occupations,major,55520,27
1321,19-0000,"Life, Physical, and Social Science Occupations",major,27070,27
1322,21-0000,Community and Social Service Occupations,major,57200,27
1323,23-0000,Legal Occupations,major,20050,27
1324,25-0000,Educational Instruction and Library Occupations,major,165310,27
1325,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,38540,27
1326,29-0000,Healthcare Practitioners and Technical Occupations,major,190800,27
1327,31-0000,Healthcare Support Occupations,major,163160,27
1328,33-0000,Protective Service Occupations,major,45030,27
1329,35-0000,Food Preparation and Serving Related Occupations,major,244300,27
1330,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,83860,27
1331,39-0000,Personal Care and Service Occupations,major,70290,27
1332,41-0000,Sales and Related Occupations,major,277000,27
1333,43-0000,Office and Administrative Support Occupations,major,363800,27
1334,45-0000,"Farming, Fishing, and Forestry Occupations",major,4060,27
1335,47-0000,Construction and Extraction Occupations,major,104900,27
1336,49-0000,"Installation, Maintenance, and Repair Occupations",major,100060,27
1337,51-0000,Production Occupations,major,212650,27
1338,53-0000,Transportation and Material Moving Occupations,major,216890,27
17431,11-1011,Chief Executives,detailed,5630,27
17432,11-1021,General and Operations Managers,detailed,44010,27
17433,11-1031,Legislators,detailed,1450,27
17434,11-2011,Advertising and Promotions Managers,detailed,390,27
17435,11-2021,Marketing Managers,detailed,8350,27
17436,11-2022,Sales Managers,detailed,10700,27
17437,11-2030,Public Relations and Fundraising Managers,detailed,1900,27
17438,11-3010,Administrative Services and Facilities Managers,detailed,6630,27
17439,11-3021,Computer and Information Systems Managers,detailed,10300,27
17440,11-3031,Financial Managers,detailed,15750,27
17441,11-3051,Industrial Production Managers,detailed,5370,27
17442,11-3061,Purchasing Managers,detailed,2050,27
17443,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2550,27
17444,11-3111,Compensation and Benefits Managers,detailed,**,27
17445,11-3121,Human Resources Managers,detailed,4560,27
17446,11-3131,Training and Development Managers,detailed,1100,27
17447,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,40,27
17448,11-9021,Construction Managers,detailed,5880,27
17449,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,690,27
17450,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,3780,27
17451,11-9033,"Education Administrators, Postsecondary",detailed,2380,27
17452,11-9039,"Education Administrators, All Other",detailed,950,27
17453,11-9041,Architectural and Engineering Managers,detailed,3960,27
17454,11-9051,Food Service Managers,detailed,3870,27
