,occ_code,occ_title,o_group,tot_emp,area
1427,11-0000,Management Occupations,major,69500,32
1428,13-0000,Business and Financial Operations Occupations,major,53780,32
1429,15-0000,Computer and Mathematical Occupations,major,21770,32
1430,17-0000,Architecture and Engineering Occupations,major,14550,32
1431,19-0000,"Life, Physical, and Social Science Occupations",major,9330,32
1432,21-0000,Community and Social Service Occupations,major,13270,32
1433,23-0000,Legal Occupations,major,8220,32
1434,25-0000,Educational Instruction and Library Occupations,major,54780,32
1435,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,20360,32
1436,29-0000,Healthcare Practitioners and Technical Occupations,major,64510,32
1437,31-0000,Healthcare Support Occupations,major,41110,32
1438,33-0000,Protective Service Occupations,major,43660,32
1439,35-0000,Food Preparation and Serving Related Occupations,major,189200,32
1440,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,70720,32
1441,39-0000,Personal Care and Service Occupations,major,70630,32
1442,41-0000,Sales and Related Occupations,major,144680,32
1443,43-0000,Office and Administrative Support Occupations,major,185580,32
1444,45-0000,"Farming, Fishing, and Forestry Occupations",major,1050,32
1445,47-0000,Construction and Extraction Occupations,major,80540,32
1446,49-0000,"Installation, Maintenance, and Repair Occupations",major,53020,32
1447,51-0000,Production Occupations,major,55000,32
1448,53-0000,Transportation and Material Moving Occupations,major,127440,32
20787,11-1011,Chief Executives,detailed,1170,32
20788,11-1021,General and Operations Managers,detailed,20030,32
20789,11-1031,Legislators,detailed,150,32
20790,11-2011,Advertising and Promotions Managers,detailed,220,32
20791,11-2021,Marketing Managers,detailed,1830,32
20792,11-2022,Sales Managers,detailed,3740,32
20793,11-2030,Public Relations and Fundraising Managers,detailed,470,32
20794,11-3010,Administrative Services and Facilities Managers,detailed,1600,32
20795,11-3021,Computer and Information Systems Managers,detailed,2140,32
20796,11-3031,Financial Managers,detailed,6060,32
20797,11-3051,Industrial Production Managers,detailed,840,32
20798,11-3061,Purchasing Managers,detailed,480,32
20799,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1120,32
20800,11-3111,Compensation and Benefits Managers,detailed,120,32
20801,11-3121,Human Resources Managers,detailed,1030,32
20802,11-3131,Training and Development Managers,detailed,280,32
20803,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,60,32
20804,11-9021,Construction Managers,detailed,4080,32
20805,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,160,32
20806,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1650,32
20807,11-9033,"Education Administrators, Postsecondary",detailed,700,32
20808,11-9039,"Education Administrators, All Other",detailed,230,32
20809,11-9041,Architectural and Engineering Managers,detailed,990,32
20810,11-9051,Food Service Managers,detailed,3230,32
20811,11-9071,Gambling Managers,detailed,580,32
20812,11-9081,Lodging Managers,detailed,600,32
20813,11-9111,Medical and Health Services Managers,detailed,2600,32
20814,11-9121,Natural Sciences Managers,detailed,250,32
20815,11-9131,Postmasters and Mail Superintendents,detailed,70,32
20816,11-9141,"Property, Real Estate, and Community Association Managers",detailed,3150,32
20817,11-9151,Social and Community Service Managers,detailed,780,32
20818,11-9161,Emergency Management Directors,detailed,30,32
20819,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,9040,32
20820,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,220,32
20821,13-1020,Buyers and Purchasing Agents,detailed,3110,32
20822,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1640,32
