,occ_code,occ_title,o_group,tot_emp,area
1009,11-0000,Management Occupations,major,474730,12
1010,13-0000,Business and Financial Operations Occupations,major,500640,12
1011,15-0000,Computer and Mathematical Occupations,major,217000,12
1012,17-0000,Architecture and Engineering Occupations,major,111000,12
1013,19-0000,"Life, Physical, and Social Science Occupations",major,46800,12
1014,21-0000,Community and Social Service Occupations,major,107020,12
1015,23-0000,Legal Occupations,major,89680,12
1016,25-0000,Educational Instruction and Library Occupations,major,436950,12
1017,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,105470,12
1018,29-0000,Healthcare Practitioners and Technical Occupations,major,547060,12
1019,31-0000,Healthcare Support Occupations,major,295400,12
1020,33-0000,Protective Service Occupations,major,244590,12
1021,35-0000,Food Preparation and Serving Related Occupations,major,950180,12
1022,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,321970,12
1023,39-0000,Personal Care and Service Occupations,major,211190,12
1024,41-0000,Sales and Related Occupations,major,1022310,12
1025,43-0000,Office and Administrative Support Occupations,major,1294440,12
1026,45-0000,"Farming, Fishing, and Forestry Occupations",major,17370,12
1027,47-0000,Construction and Extraction Occupations,major,413620,12
1028,49-0000,"Installation, Maintenance, and Repair Occupations",major,368910,12
1029,51-0000,Production Occupations,major,309510,12
1030,53-0000,Transportation and Material Moving Occupations,major,708190,12
7741,11-1011,Chief Executives,detailed,26300,12
7742,11-1021,General and Operations Managers,detailed,147680,12
7743,11-1031,Legislators,detailed,1260,12
7744,11-2011,Advertising and Promotions Managers,detailed,1290,12
7745,11-2021,Marketing Managers,detailed,12090,12
7746,11-2022,Sales Managers,detailed,25020,12
7747,11-2030,Public Relations and Fundraising Managers,detailed,2730,12
7748,11-3010,Administrative Services and Facilities Managers,detailed,15970,12
7749,11-3021,Computer and Information Systems Managers,detailed,20090,12
7750,11-3031,Financial Managers,detailed,32860,12
7751,11-3051,Industrial Production Managers,detailed,5900,12
7752,11-3061,Purchasing Managers,detailed,3270,12
7753,11-3071,"Transportation, Storage, and Distribution Managers",detailed,5890,12
7754,11-3111,Compensation and Benefits Managers,detailed,800,12
7755,11-3121,Human Resources Managers,detailed,7980,12
7756,11-3131,Training and Development Managers,detailed,1840,12
7757,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,180,12
7758,11-9021,Construction Managers,detailed,23820,12
7759,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,**,12
7760,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,**,12
7761,11-9039,"Education Administrators, All Other",detailed,1430,12
7762,11-9041,Architectural and Engineering Managers,detailed,7520,12
7763,11-9051,Food Service Managers,detailed,20150,12
7764,11-9071,Gambling Managers,detailed,310,12
7765,11-9081,Lodging Managers,detailed,3990,12
7766,11-9111,Medical and Health Services Managers,detailed,**,12
7767,11-9121,Natural Sciences Managers,detailed,2230,12
7768,11-9131,Postmasters and Mail Superintendents,detailed,350,12
7769,11-9141,"Property, Real Estate, and Community Association Managers",detailed,22260,12
7770,11-9151,Social and Community Service Managers,detailed,**,12
7771,11-9161,Emergency Management Directors,detailed,400,12
7772,11-9171,Funeral Home Managers,detailed,500,12
7773,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,26560,12
7774,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,660,12
7775,13-1020,Buyers and Purchasing Agents,detailed,22600,12
7776,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,24880,12
7777,13-1032,"Insurance Appraisers, Auto Damage",detailed,1270,12
7778,13-1041,Compliance Officers,detailed,22620,12
7779,13-1051,Cost Estimators,detailed,13190,12
7780,13-1071,Human Resources Specialists,detailed,36970,12
7781,13-1075,Labor Relations Specialists,detailed,1800,12
7782,13-1081,Logisticians,detailed,7780,12
7783,13-1111,Management Analysts,detailed,48910,12
7784,13-1121,"Meeting, Convention, and Event Planners",detailed,7660,12
