,occ_code,occ_title,o_group,tot_emp,area
1383,11-0000,Management Occupations,major,18080,30
1384,13-0000,Business and Financial Operations Occupations,major,22250,30
1385,15-0000,Computer and Mathematical Occupations,major,8560,30
1386,17-0000,Architecture and Engineering Occupations,major,7280,30
1387,19-0000,"Life, Physical, and Social Science Occupations",major,7380,30
1388,21-0000,Community and Social Service Occupations,major,9030,30
1389,23-0000,Legal Occupations,major,3790,30
1390,25-0000,Educational Instruction and Library Occupations,major,29820,30
1391,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6400,30
1392,29-0000,Healthcare Practitioners and Technical Occupations,major,30080,30
1393,31-0000,Healthcare Support Occupations,major,18250,30
1394,33-0000,Protective Service Occupations,major,8510,30
1395,35-0000,Food Preparation and Serving Related Occupations,major,51620,30
1396,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,19490,30
1397,39-0000,Personal Care and Service Occupations,major,11490,30
1398,41-0000,Sales and Related Occupations,major,47080,30
1399,43-0000,Office and Administrative Support Occupations,major,61450,30
1400,45-0000,"Farming, Fishing, and Forestry Occupations",major,1840,30
1401,47-0000,Construction and Extraction Occupations,major,29080,30
1402,49-0000,"Installation, Maintenance, and Repair Occupations",major,21120,30
1403,51-0000,Production Occupations,major,18770,30
1404,53-0000,Transportation and Material Moving Occupations,major,36610,30
19533,11-1011,Chief Executives,detailed,340,30
19534,11-1021,General and Operations Managers,detailed,6370,30
19535,11-1031,Legislators,detailed,300,30
19536,11-2021,Marketing Managers,detailed,160,30
19537,11-2022,Sales Managers,detailed,310,30
19538,11-2030,Public Relations and Fundraising Managers,detailed,90,30
19539,11-3010,Administrative Services and Facilities Managers,detailed,260,30
19540,11-3021,Computer and Information Systems Managers,detailed,700,30
19541,11-3031,Financial Managers,detailed,850,30
19542,11-3051,Industrial Production Managers,detailed,160,30
19543,11-3061,Purchasing Managers,detailed,60,30
19544,11-3071,"Transportation, Storage, and Distribution Managers",detailed,170,30
19545,11-3121,Human Resources Managers,detailed,330,30
19546,11-3131,Training and Development Managers,detailed,60,30
19547,11-9021,Construction Managers,detailed,730,30
19548,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,150,30
19549,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,790,30
19550,11-9033,"Education Administrators, Postsecondary",detailed,400,30
19551,11-9039,"Education Administrators, All Other",detailed,50,30
19552,11-9041,Architectural and Engineering Managers,detailed,270,30
19553,11-9051,Food Service Managers,detailed,430,30
19554,11-9081,Lodging Managers,detailed,320,30
19555,11-9111,Medical and Health Services Managers,detailed,1540,30
19556,11-9121,Natural Sciences Managers,detailed,300,30
