,occ_code,occ_title,o_group,tot_emp,area
1625,11-0000,Management Occupations,major,116150,41
1626,13-0000,Business and Financial Operations Occupations,major,99080,41
1627,15-0000,Computer and Mathematical Occupations,major,54320,41
1628,17-0000,Architecture and Engineering Occupations,major,43180,41
1629,19-0000,"Life, Physical, and Social Science Occupations",major,21310,41
1630,21-0000,Community and Social Service Occupations,major,38390,41
1631,23-0000,Legal Occupations,major,13110,41
1632,25-0000,Educational Instruction and Library Occupations,major,109520,41
1633,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31330,41
1634,29-0000,Healthcare Practitioners and Technical Occupations,major,100720,41
1635,31-0000,Healthcare Support Occupations,major,76340,41
1636,33-0000,Protective Service Occupations,major,33590,41
1637,35-0000,Food Preparation and Serving Related Occupations,major,188460,41
1638,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,55200,41
1639,39-0000,Personal Care and Service Occupations,major,49910,41
1640,41-0000,Sales and Related Occupations,major,177040,41
1641,43-0000,Office and Administrative Support Occupations,major,247470,41
1642,45-0000,"Farming, Fishing, and Forestry Occupations",major,13510,41
1643,47-0000,Construction and Extraction Occupations,major,87280,41
1644,49-0000,"Installation, Maintenance, and Repair Occupations",major,67990,41
1645,51-0000,Production Occupations,major,122160,41
1646,53-0000,Transportation and Material Moving Occupations,major,159820,41
26897,11-1011,Chief Executives,detailed,1210,41
26898,11-1021,General and Operations Managers,detailed,34050,41
26899,11-1031,Legislators,detailed,180,41
26900,11-2011,Advertising and Promotions Managers,detailed,260,41
26901,11-2021,Marketing Managers,detailed,4670,41
26902,11-2022,Sales Managers,detailed,5810,41
26903,11-2030,Public Relations and Fundraising Managers,detailed,1480,41
26904,11-3010,Administrative Services and Facilities Managers,detailed,4510,41
26905,11-3021,Computer and Information Systems Managers,detailed,5630,41
26906,11-3031,Financial Managers,detailed,8050,41
26907,11-3051,Industrial Production Managers,detailed,2930,41
26908,11-3061,Purchasing Managers,detailed,1340,41
26909,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2090,41
26910,11-3111,Compensation and Benefits Managers,detailed,150,41
26911,11-3121,Human Resources Managers,detailed,2390,41
26912,11-3131,Training and Development Managers,detailed,380,41
26913,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,100,41
26914,11-9021,Construction Managers,detailed,5020,41
26915,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,**,41
26916,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,3540,41
26917,11-9033,"Education Administrators, Postsecondary",detailed,1590,41
26918,11-9039,"Education Administrators, All Other",detailed,440,41
26919,11-9041,Architectural and Engineering Managers,detailed,3720,41
26920,11-9051,Food Service Managers,detailed,3260,41
26921,11-9071,Gambling Managers,detailed,40,41
