,occ_code,occ_title,o_group,tot_emp,area
877,11-0000,Management Occupations,major,65430,5
878,13-0000,Business and Financial Operations Occupations,major,53110,5
879,15-0000,Computer and Mathematical Occupations,major,22330,5
880,17-0000,Architecture and Engineering Occupations,major,12550,5
881,19-0000,"Life, Physical, and Social Science Occupations",major,6720,5
882,21-0000,Community and Social Service Occupations,major,14610,5
883,23-0000,Legal Occupations,major,6310,5
884,25-0000,Educational Instruction and Library Occupations,major,77710,5
885,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,9060,5
886,29-0000,Healthcare Practitioners and Technical Occupations,major,80540,5
887,31-0000,Healthcare Support Occupations,major,51850,5
888,33-0000,Protective Service Occupations,major,27320,5
889,35-0000,Food Preparation and Serving Related Occupations,major,110010,5
890,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,33930,5
891,39-0000,Personal Care and Service Occupations,major,19930,5
892,41-0000,Sales and Related Occupations,major,121600,5
893,43-0000,Office and Administrative Support Occupations,major,149010,5
894,45-0000,"Farming, Fishing, and Forestry Occupations",major,5830,5
895,47-0000,Construction and Extraction Occupations,major,44900,5
896,49-0000,"Installation, Maintenance, and Repair Occupations",major,58040,5
897,51-0000,Production Occupations,major,117690,5
898,53-0000,Transportation and Material Moving Occupations,major,128920,5
3932,11-1011,Chief Executives,detailed,2090,5
3933,11-1021,General and Operations Managers,detailed,20910,5
3934,11-1031,Legislators,detailed,1310,5
3935,11-2011,Advertising and Promotions Managers,detailed,100,5
3936,11-2021,Marketing Managers,detailed,1320,5
3937,11-2022,Sales Managers,detailed,2040,5
3938,11-2030,Public Relations and Fundraising Managers,detailed,310,5
3939,11-3010,Administrative Services and Facilities Managers,detailed,1840,5
3940,11-3021,Computer and Information Systems Managers,detailed,2410,5
3941,11-3031,Financial Managers,detailed,4810,5
3942,11-3051,Industrial Production Managers,detailed,2010,5
3943,11-3061,Purchasing Managers,detailed,600,5
3944,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1180,5
3945,11-3111,Compensation and Benefits Managers,detailed,150,5
3946,11-3121,Human Resources Managers,detailed,1030,5
3947,11-3131,Training and Development Managers,detailed,270,5
3948,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,**,5
3949,11-9021,Construction Managers,detailed,2160,5
3950,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,610,5
3951,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2400,5
3952,11-9033,"Education Administrators, Postsecondary",detailed,1260,5
3953,11-9039,"Education Administrators, All Other",detailed,590,5
3954,11-9041,Architectural and Engineering Managers,detailed,850,5
3955,11-9051,Food Service Managers,detailed,1800,5
3956,11-9081,Lodging Managers,detailed,700,5
3957,11-9111,Medical and Health Services Managers,detailed,5680,5
3958,11-9121,Natural Sciences Managers,detailed,230,5
3959,11-9131,Postmasters and Mail Superintendents,detailed,190,5
3960,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1510,5
3961,11-9151,Social and Community Service Managers,detailed,1400,5
3962,11-9161,Emergency Management Directors,detailed,140,5
3963,11-9171,Funeral Home Managers,detailed,110,5
