,occ_code,occ_title,o_group,tot_emp,area
1229,11-0000,Management Occupations,major,35130,23
1230,13-0000,Business and Financial Operations Occupations,major,25240,23
1231,15-0000,Computer and Mathematical Occupations,major,12380,23
1232,17-0000,Architecture and Engineering Occupations,major,9940,23
1233,19-0000,"Life, Physical, and Social Science Occupations",major,4590,23
1234,21-0000,Community and Social Service Occupations,major,11300,23
1235,23-0000,Legal Occupations,major,3650,23
1236,25-0000,Educational Instruction and Library Occupations,major,41880,23
1237,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7690,23
1238,29-0000,Healthcare Practitioners and Technical Occupations,major,42390,23
1239,31-0000,Healthcare Support Occupations,major,35600,23
1240,33-0000,Protective Service Occupations,major,11150,23
1241,35-0000,Food Preparation and Serving Related Occupations,major,58170,23
1242,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,22550,23
1243,39-0000,Personal Care and Service Occupations,major,13040,23
1244,41-0000,Sales and Related Occupations,major,56460,23
1245,43-0000,Office and Administrative Support Occupations,major,82120,23
1246,45-0000,"Farming, Fishing, and Forestry Occupations",major,1750,23
1247,47-0000,Construction and Extraction Occupations,major,27880,23
1248,49-0000,"Installation, Maintenance, and Repair Occupations",major,26050,23
1249,51-0000,Production Occupations,major,35410,23
1250,53-0000,Transportation and Material Moving Occupations,major,46790,23
14635,11-1011,Chief Executives,detailed,990,23
14636,11-1021,General and Operations Managers,detailed,11960,23
14637,11-2011,Advertising and Promotions Managers,detailed,100,23
14638,11-2021,Marketing Managers,detailed,1160,23
14639,11-2022,Sales Managers,detailed,1040,23
14640,11-2030,Public Relations and Fundraising Managers,detailed,500,23
14641,11-3010,Administrative Services and Facilities Managers,detailed,1600,23
14642,11-3021,Computer and Information Systems Managers,detailed,1250,23
14643,11-3031,Financial Managers,detailed,2400,23
14644,11-3051,Industrial Production Managers,detailed,730,23
14645,11-3061,Purchasing Managers,detailed,250,23
14646,11-3071,"Transportation, Storage, and Distribution Managers",detailed,540,23
14647,11-3111,Compensation and Benefits Managers,detailed,40,23
14648,11-3121,Human Resources Managers,detailed,510,23
14649,11-3131,Training and Development Managers,detailed,60,23
14650,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,30,23
14651,11-9021,Construction Managers,detailed,1200,23
14652,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,240,23
14653,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1400,23
