,occ_code,occ_title,o_group,tot_emp,area
1339,11-0000,Management Occupations,major,52970,28
1340,13-0000,Business and Financial Operations Occupations,major,34000,28
1341,15-0000,Computer and Mathematical Occupations,major,13100,28
1342,17-0000,Architecture and Engineering Occupations,major,14950,28
1343,19-0000,"Life, Physical, and Social Science Occupations",major,7150,28
1344,21-0000,Community and Social Service Occupations,major,14430,28
1345,23-0000,Legal Occupations,major,5710,28
1346,25-0000,Educational Instruction and Library Occupations,major,73100,28
1347,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8420,28
1348,29-0000,Healthcare Practitioners and Technical Occupations,major,78860,28
1349,31-0000,Healthcare Support Occupations,major,45380,28
1350,33-0000,Protective Service Occupations,major,32180,28
1351,35-0000,Food Preparation and Serving Related Occupations,major,102470,28
1352,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,34750,28
1353,39-0000,Personal Care and Service Occupations,major,23220,28
1354,41-0000,Sales and Related Occupations,major,117170,28
1355,43-0000,Office and Administrative Support Occupations,major,144010,28
1356,45-0000,"Farming, Fishing, and Forestry Occupations",major,4660,28
1357,47-0000,Construction and Extraction Occupations,major,42570,28
1358,49-0000,"Installation, Maintenance, and Repair Occupations",major,51750,28
1359,51-0000,Production Occupations,major,104830,28
1360,53-0000,Transportation and Material Moving Occupations,major,122600,28
18154,11-1011,Chief Executives,detailed,650,28
18155,11-1021,General and Operations Managers,detailed,20530,28
18156,11-1031,Legislators,detailed,150,28
18157,11-2011,Advertising and Promotions Managers,detailed,80,28
18158,11-2021,Marketing Managers,detailed,650,28
18159,11-2022,Sales Managers,detailed,1200,28
18160,11-2030,Public Relations and Fundraising Managers,detailed,210,28
18161,11-3010,Administrative Services and Facilities Managers,detailed,2460,28
18162,11-3021,Computer and Information Systems Managers,detailed,1090,28
18163,11-3031,Financial Managers,detailed,4030,28
18164,11-3051,Industrial Production Managers,detailed,1770,28
18165,11-3061,Purchasing Managers,detailed,430,28
18166,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1040,28
18167,11-3111,Compensation and Benefits Managers,detailed,60,28
18168,11-3121,Human Resources Managers,detailed,620,28
18169,11-3131,Training and Development Managers,detailed,130,28
18170,11-9021,Construction Managers,detailed,1210,28
18171,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,400,28
18172,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2910,28
18173,11-9033,"Education Administrators, Postsecondary",detailed,1460,28
18174,11-9039,"Education Administrators, All Other",detailed,170,28
18175,11-9041,Architectural and Engineering Managers,detailed,920,28
18176,11-9051,Food Service Managers,detailed,2290,28
18177,11-9071,Gambling Managers,detailed,280,28
