,occ_code,occ_title,o_group,tot_emp,area
1581,11-0000,Management Occupations,major,245030,39
1582,13-0000,Business and Financial Operations Occupations,major,298800,39
1583,15-0000,Computer and Mathematical Occupations,major,155290,39
1584,17-0000,Architecture and Engineering Occupations,major,97690,39
1585,19-0000,"Life, Physical, and Social Science Occupations",major,42150,39
1586,21-0000,Community and Social Service Occupations,major,82590,39
1587,23-0000,Legal Occupations,major,34910,39
1588,25-0000,Educational Instruction and Library Occupations,major,323560,39
1589,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,65480,39
1590,29-0000,Healthcare Practitioners and Technical Occupations,major,363390,39
1591,31-0000,Healthcare Support Occupations,major,229320,39
1592,33-0000,Protective Service Occupations,major,117130,39
1593,35-0000,Food Preparation and Serving Related Occupations,major,501990,39
1594,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,155470,39
1595,39-0000,Personal Care and Service Occupations,major,105700,39
1596,41-0000,Sales and Related Occupations,major,500900,39
1597,43-0000,Office and Administrative Support Occupations,major,721700,39
1598,45-0000,"Farming, Fishing, and Forestry Occupations",major,5500,39
1599,47-0000,Construction and Extraction Occupations,major,187600,39
1600,49-0000,"Installation, Maintenance, and Repair Occupations",major,214930,39
1601,51-0000,Production Occupations,major,509690,39
1602,53-0000,Transportation and Material Moving Occupations,major,488950,39
25442,11-1011,Chief Executives,detailed,4650,39
25443,11-1021,General and Operations Managers,detailed,62150,39
25444,11-1031,Legislators,detailed,2300,39
25445,11-2011,Advertising and Promotions Managers,detailed,320,39
25446,11-2021,Marketing Managers,detailed,6830,39
25447,11-2022,Sales Managers,detailed,10930,39
25448,11-2030,Public Relations and Fundraising Managers,detailed,2000,39
25449,11-3010,Administrative Services and Facilities Managers,detailed,11560,39
25450,11-3021,Computer and Information Systems Managers,detailed,12900,39
25451,11-3031,Financial Managers,detailed,22110,39
25452,11-3051,Industrial Production Managers,detailed,11930,39
25453,11-3061,Purchasing Managers,detailed,2230,39
25454,11-3071,"Transportation, Storage, and Distribution Managers",detailed,5350,39
25455,11-3111,Compensation and Benefits Managers,detailed,470,39
25456,11-3121,Human Resources Managers,detailed,4330,39
25457,11-3131,Training and Development Managers,detailed,890,39
25458,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,100,39
25459,11-9021,Construction Managers,detailed,8110,39
25460,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,1920,39
25461,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,9500,39
25462,11-9033,"Education Administrators, Postsecondary",detailed,4610,39
25463,11-9039,"Education Administrators, All Other",detailed,950,39
25464,11-9041,Architectural and Engineering Managers,detailed,6100,39
25465,11-9051,Food Service Managers,detailed,8150,39
25466,11-9071,Gambling Managers,detailed,30,39
25467,11-9081,Lodging Managers,detailed,1380,39
25468,11-9111,Medical and Health Services Managers,detailed,14490,39
25469,11-9121,Natural Sciences Managers,detailed,960,39
25470,11-9131,Postmasters and Mail Superintendents,detailed,490,39
25471,11-9141,"Property, Real Estate, and Community Association Managers",detailed,7370,39
25472,11-9151,Social and Community Service Managers,detailed,5060,39
25473,11-9161,Emergency Management Directors,detailed,350,39
25474,11-9171,Funeral Home Managers,detailed,450,39
25475,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,14050,39
25476,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,80,39
25477,13-1020,Buyers and Purchasing Agents,detailed,18020,39
25478,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,12560,39
25479,13-1032,"Insurance Appraisers, Auto Damage",detailed,570,39
25480,13-1041,Compliance Officers,detailed,8500,39
25481,13-1051,Cost Estimators,detailed,8980,39
25482,13-1071,Human Resources Specialists,detailed,26680,39
25483,13-1075,Labor Relations Specialists,detailed,4720,39
25484,13-1081,Logisticians,detailed,6890,39
25485,13-1111,Management Analysts,detailed,22010,39
25486,13-1121,"Meeting, Convention, and Event Planners",detailed,3190,39
25487,13-1131,Fundraisers,detailed,3860,39
25488,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2870,39
25489,13-1151,Training and Development Specialists,detailed,12290,39
25490,13-1161,Market Research Analysts and Marketing Specialists,detailed,26410,39
25491,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,43740,39
25492,13-2011,Accountants and Auditors,detailed,47240,39
25493,13-2020,Property Appraisers and Assessors,detailed,1380,39
25494,13-2031,Budget Analysts,detailed,1140,39
25495,13-2041,Credit Analysts,detailed,2520,39
25496,13-2052,Personal Financial Advisors,detailed,7040,39
25497,13-2053,Insurance Underwriters,detailed,4670,39
25498,13-2061,Financial Examiners,detailed,3140,39
25499,13-2071,Credit Counselors,detailed,940,39
25500,13-2072,Loan Officers,detailed,10630,39
25501,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1250,39
25502,13-2082,Tax Preparers,detailed,1780,39
25503,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,15670,39
25504,15-1211,Computer Systems Analysts,detailed,26690,39
25505,15-1212,Information Security Analysts,detailed,3910,39
25506,15-1221,Computer and Information Research Scientists,detailed,580,39
25507,15-1231,Computer Network Support Specialists,detailed,7580,39
25508,15-1232,Computer User Support Specialists,detailed,22090,39
25509,15-1241,Computer Network Architects,detailed,4610,39
25510,15-1244,Network and Computer Systems Administrators,detailed,11620,39
25511,15-1245,Database Administrators and Architects,detailed,3630,39
25512,15-1251,Computer Programmers,detailed,5630,39
25513,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,43210,39
25514,15-1257,Web Developers and Digital Interface Designers,detailed,4720,39
25515,15-1299,"Computer Occupations, All Other",detailed,12680,39
25516,15-2011,Actuaries,detailed,1580,39
25517,15-2021,Mathematicians,detailed,30,39
25518,15-2031,Operations Research Analysts,detailed,4310,39
25519,15-2041,Statisticians,detailed,1030,39
25520,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,1390,39
