,occ_code,occ_title,o_group,tot_emp,area
921,11-0000,Management Occupations,major,118210,8
922,13-0000,Business and Financial Operations Occupations,major,207380,8
923,15-0000,Computer and Mathematical Occupations,major,123040,8
924,17-0000,Architecture and Engineering Occupations,major,64100,8
925,19-0000,"Life, Physical, and Social Science Occupations",major,32050,8
926,21-0000,Community and Social Service Occupations,major,40810,8
927,23-0000,Legal Occupations,major,23830,8
928,25-0000,Educational Instruction and Library Occupations,major,143990,8
929,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,42270,8
930,29-0000,Healthcare Practitioners and Technical Occupations,major,144680,8
931,31-0000,Healthcare Support Occupations,major,95560,8
932,33-0000,Protective Service Occupations,major,60210,8
933,35-0000,Food Preparation and Serving Related Occupations,major,259440,8
934,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,84190,8
935,39-0000,Personal Care and Service Occupations,major,70150,8
936,41-0000,Sales and Related Occupations,major,287130,8
937,43-0000,Office and Administrative Support Occupations,major,325200,8
938,45-0000,"Farming, Fishing, and Forestry Occupations",major,7010,8
939,47-0000,Construction and Extraction Occupations,major,143530,8
940,49-0000,"Installation, Maintenance, and Repair Occupations",major,104660,8
941,51-0000,Production Occupations,major,105080,8
942,53-0000,Transportation and Material Moving Occupations,major,195980,8
5355,11-1011,Chief Executives,detailed,570,8
5356,11-1021,General and Operations Managers,detailed,38220,8
5357,11-1031,Legislators,detailed,710,8
5358,11-2011,Advertising and Promotions Managers,detailed,430,8
5359,11-2021,Marketing Managers,detailed,3800,8
5360,11-2022,Sales Managers,detailed,5150,8
5361,11-2030,Public Relations and Fundraising Managers,detailed,1180,8
5362,11-3010,Administrative Services and Facilities Managers,detailed,2670,8
5363,11-3021,Computer and Information Systems Managers,detailed,7920,8
5364,11-3031,Financial Managers,detailed,7480,8
5365,11-3051,Industrial Production Managers,detailed,1200,8
5366,11-3061,Purchasing Managers,detailed,910,8
5367,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1560,8
5368,11-3111,Compensation and Benefits Managers,detailed,160,8
5369,11-3121,Human Resources Managers,detailed,1910,8
5370,11-3131,Training and Development Managers,detailed,500,8
5371,11-9021,Construction Managers,detailed,10300,8
5372,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,720,8
5373,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4890,8
5374,11-9033,"Education Administrators, Postsecondary",detailed,1870,8
5375,11-9039,"Education Administrators, All Other",detailed,590,8
5376,11-9041,Architectural and Engineering Managers,detailed,3400,8
5377,11-9051,Food Service Managers,detailed,1520,8
5378,11-9071,Gambling Managers,detailed,60,8
5379,11-9081,Lodging Managers,detailed,1030,8
5380,11-9111,Medical and Health Services Managers,detailed,5790,8
5381,11-9121,Natural Sciences Managers,detailed,1160,8
5382,11-9131,Postmasters and Mail Superintendents,detailed,200,8
5383,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1700,8
5384,11-9151,Social and Community Service Managers,detailed,1550,8
5385,11-9161,Emergency Management Directors,detailed,170,8
5386,11-9171,Funeral Home Managers,detailed,60,8
5387,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,8820,8
5388,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,90,8
5389,13-1020,Buyers and Purchasing Agents,detailed,9720,8
5390,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,5560,8
5391,13-1032,"Insurance Appraisers, Auto Damage",detailed,220,8
5392,13-1041,Compliance Officers,detailed,6790,8
5393,13-1051,Cost Estimators,detailed,5580,8
5394,13-1071,Human Resources Specialists,detailed,14140,8
5395,13-1075,Labor Relations Specialists,detailed,380,8
5396,13-1081,Logisticians,detailed,3500,8
5397,13-1111,Management Analysts,detailed,11400,8
5398,13-1121,"Meeting, Convention, and Event Planners",detailed,3530,8
5399,13-1131,Fundraisers,detailed,2110,8
5400,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1520,8
5401,13-1151,Training and Development Specialists,detailed,7250,8
5402,13-1161,Market Research Analysts and Marketing Specialists,detailed,20330,8
5403,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,50930,8
5404,13-2011,Accountants and Auditors,detailed,37180,8
5405,13-2020,Property Appraisers and Assessors,detailed,1460,8
5406,13-2031,Budget Analysts,detailed,970,8
5407,13-2041,Credit Analysts,detailed,1660,8
5408,13-2052,Personal Financial Advisors,detailed,4890,8
5409,13-2053,Insurance Underwriters,detailed,1520,8
5410,13-2061,Financial Examiners,detailed,1400,8
5411,13-2071,Credit Counselors,detailed,170,8
5412,13-2072,Loan Officers,detailed,5450,8
5413,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,590,8
5414,13-2082,Tax Preparers,detailed,1080,8
5415,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,7940,8
5416,15-1211,Computer Systems Analysts,detailed,9320,8
5417,15-1212,Information Security Analysts,detailed,3980,8
5418,15-1221,Computer and Information Research Scientists,detailed,400,8
5419,15-1231,Computer Network Support Specialists,detailed,4410,8
5420,15-1232,Computer User Support Specialists,detailed,15020,8
5421,15-1241,Computer Network Architects,detailed,6790,8
5422,15-1244,Network and Computer Systems Administrators,detailed,12580,8
5423,15-1245,Database Administrators and Architects,detailed,3190,8
5424,15-1251,Computer Programmers,detailed,2550,8
5425,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,44510,8
5426,15-1257,Web Developers and Digital Interface Designers,detailed,3430,8
5427,15-1299,"Computer Occupations, All Other",detailed,14010,8
5428,15-2011,Actuaries,detailed,220,8
5429,15-2021,Mathematicians,detailed,60,8
5430,15-2031,Operations Research Analysts,detailed,780,8
5431,15-2041,Statisticians,detailed,1110,8
5432,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,680,8
5433,17-1011,"Architects, Except Landscape and Naval",detailed,3470,8
5434,17-1012,Landscape Architects,detailed,920,8
5435,17-1021,Cartographers and Photogrammetrists,detailed,1130,8
5436,17-1022,Surveyors,detailed,1540,8
5437,17-2011,Aerospace Engineers,detailed,2230,8
5438,17-2031,Bioengineers and Biomedical Engineers,detailed,800,8
5439,17-2041,Chemical Engineers,detailed,760,8
5440,17-2051,Civil Engineers,detailed,10090,8
5441,17-2061,Computer Hardware Engineers,detailed,4700,8
5442,17-2071,Electrical Engineers,detailed,3470,8
5443,17-2072,"Electronics Engineers, Except Computer",detailed,6170,8
5444,17-2081,Environmental Engineers,detailed,1110,8
5445,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,310,8
5446,17-2112,Industrial Engineers,detailed,3710,8
5447,17-2131,Materials Engineers,detailed,540,8
5448,17-2141,Mechanical Engineers,detailed,5580,8
5449,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,320,8
5450,17-2171,Petroleum Engineers,detailed,1340,8
5451,17-2199,"Engineers, All Other",detailed,2320,8
5452,17-3011,Architectural and Civil Drafters,detailed,2440,8
5453,17-3012,Electrical and Electronics Drafters,detailed,800,8
5454,17-3013,Mechanical Drafters,detailed,440,8
5455,17-3019,"Drafters, All Other",detailed,360,8
5456,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,280,8
5457,17-3022,Civil Engineering Technologists and Technicians,detailed,1390,8
5458,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1800,8
5459,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,180,8
5460,17-3025,Environmental Engineering Technologists and Technicians,detailed,360,8
5461,17-3026,Industrial Engineering Technologists and Technicians,detailed,1150,8
5462,17-3027,Mechanical Engineering Technologists and Technicians,detailed,440,8
5463,17-3031,Surveying and Mapping Technicians,detailed,2320,8
5464,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,1570,8
5465,19-1011,Animal Scientists,detailed,50,8
5466,19-1012,Food Scientists and Technologists,detailed,200,8
5467,19-1013,Soil and Plant Scientists,detailed,410,8
5468,19-1021,Biochemists and Biophysicists,detailed,890,8
5469,19-1022,Microbiologists,detailed,550,8
5470,19-1023,Zoologists and Wildlife Biologists,detailed,550,8
5471,19-1029,"Biological Scientists, All Other",detailed,700,8
5472,19-1031,Conservation Scientists,detailed,1300,8
5473,19-1032,Foresters,detailed,220,8
5474,19-1041,Epidemiologists,detailed,340,8
5475,19-1042,"Medical Scientists, Except Epidemiologists",detailed,1590,8
5476,19-1099,"Life Scientists, All Other",detailed,80,8
5477,19-2012,Physicists,detailed,910,8
5478,19-2021,Atmospheric and Space Scientists,detailed,970,8
5479,19-2031,Chemists,detailed,1670,8
5480,19-2032,Materials Scientists,detailed,100,8
5481,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,2420,8
5482,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,1910,8
