,occ_code,occ_title,o_group,tot_emp,area
1889,11-0000,Management Occupations,major,122150,55
1890,13-0000,Business and Financial Operations Occupations,major,151820,55
1891,15-0000,Computer and Mathematical Occupations,major,78540,55
1892,17-0000,Architecture and Engineering Occupations,major,54510,55
1893,19-0000,"Life, Physical, and Social Science Occupations",major,23410,55
1894,21-0000,Community and Social Service Occupations,major,39250,55
1895,23-0000,Legal Occupations,major,14510,55
1896,25-0000,Educational Instruction and Library Occupations,major,166120,55
1897,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31750,55
1898,29-0000,Healthcare Practitioners and Technical Occupations,major,175730,55
1899,31-0000,Healthcare Support Occupations,major,137810,55
1900,33-0000,Protective Service Occupations,major,52420,55
1901,35-0000,Food Preparation and Serving Related Occupations,major,243010,55
1902,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,80640,55
1903,39-0000,Personal Care and Service Occupations,major,56020,55
1904,41-0000,Sales and Related Occupations,major,263380,55
1905,43-0000,Office and Administrative Support Occupations,major,365140,55
1906,45-0000,"Farming, Fishing, and Forestry Occupations",major,5790,55
1907,47-0000,Construction and Extraction Occupations,major,110160,55
1908,49-0000,"Installation, Maintenance, and Repair Occupations",major,112300,55
1909,51-0000,Production Occupations,major,335380,55
1910,53-0000,Transportation and Material Moving Occupations,major,250230,55
34954,11-1011,Chief Executives,detailed,4290,55
34955,11-1021,General and Operations Managers,detailed,31490,55
34956,11-1031,Legislators,detailed,2520,55
34957,11-2011,Advertising and Promotions Managers,detailed,80,55
34958,11-2021,Marketing Managers,detailed,2720,55
34959,11-2022,Sales Managers,detailed,4570,55
34960,11-2030,Public Relations and Fundraising Managers,detailed,870,55
34961,11-3010,Administrative Services and Facilities Managers,detailed,6450,55
34962,11-3021,Computer and Information Systems Managers,detailed,5850,55
34963,11-3031,Financial Managers,detailed,7150,55
34964,11-3051,Industrial Production Managers,detailed,6310,55
34965,11-3061,Purchasing Managers,detailed,1200,55
34966,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2300,55
34967,11-3111,Compensation and Benefits Managers,detailed,240,55
34968,11-3121,Human Resources Managers,detailed,2560,55
34969,11-3131,Training and Development Managers,detailed,590,55
34970,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,80,55
34971,11-9021,Construction Managers,detailed,3570,55
34972,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,770,55
34973,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4380,55
34974,11-9033,"Education Administrators, Postsecondary",detailed,2730,55
34975,11-9039,"Education Administrators, All Other",detailed,330,55
34976,11-9041,Architectural and Engineering Managers,detailed,3780,55
34977,11-9051,Food Service Managers,detailed,3900,55
34978,11-9071,Gambling Managers,detailed,40,55
34979,11-9081,Lodging Managers,detailed,400,55
34980,11-9111,Medical and Health Services Managers,detailed,5800,55
34981,11-9121,Natural Sciences Managers,detailed,770,55
34982,11-9131,Postmasters and Mail Superintendents,detailed,330,55
34983,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1080,55
34984,11-9151,Social and Community Service Managers,detailed,2750,55
34985,11-9161,Emergency Management Directors,detailed,160,55
34986,11-9171,Funeral Home Managers,detailed,140,55
