,occ_code,occ_title,o_group,tot_emp,area
1361,11-0000,Management Occupations,major,134220,29
1362,13-0000,Business and Financial Operations Occupations,major,150380,29
1363,15-0000,Computer and Mathematical Occupations,major,88190,29
1364,17-0000,Architecture and Engineering Occupations,major,38430,29
1365,19-0000,"Life, Physical, and Social Science Occupations",major,19720,29
1366,21-0000,Community and Social Service Occupations,major,42640,29
1367,23-0000,Legal Occupations,major,20230,29
1368,25-0000,Educational Instruction and Library Occupations,major,155680,29
1369,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,34650,29
1370,29-0000,Healthcare Practitioners and Technical Occupations,major,186610,29
1371,31-0000,Healthcare Support Occupations,major,140440,29
1372,33-0000,Protective Service Occupations,major,62060,29
1373,35-0000,Food Preparation and Serving Related Occupations,major,261940,29
1374,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,85080,29
1375,39-0000,Personal Care and Service Occupations,major,59980,29
1376,41-0000,Sales and Related Occupations,major,275400,29
1377,43-0000,Office and Administrative Support Occupations,major,399470,29
1378,45-0000,"Farming, Fishing, and Forestry Occupations",major,4960,29
1379,47-0000,Construction and Extraction Occupations,major,109140,29
1380,49-0000,"Installation, Maintenance, and Repair Occupations",major,110640,29
1381,51-0000,Production Occupations,major,207630,29
1382,53-0000,Transportation and Material Moving Occupations,major,233110,29
18806,11-1011,Chief Executives,detailed,4540,29
18807,11-1021,General and Operations Managers,detailed,53110,29
18808,11-1031,Legislators,detailed,1250,29
18809,11-2011,Advertising and Promotions Managers,detailed,250,29
18810,11-2021,Marketing Managers,detailed,2620,29
18811,11-2022,Sales Managers,detailed,5100,29
18812,11-2030,Public Relations and Fundraising Managers,detailed,1140,29
18813,11-3010,Administrative Services and Facilities Managers,detailed,5610,29
18814,11-3021,Computer and Information Systems Managers,detailed,**,29
18815,11-3031,Financial Managers,detailed,8380,29
18816,11-3051,Industrial Production Managers,detailed,3430,29
18817,11-3061,Purchasing Managers,detailed,770,29
18818,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2100,29
18819,11-3111,Compensation and Benefits Managers,detailed,130,29
18820,11-3121,Human Resources Managers,detailed,2030,29
18821,11-3131,Training and Development Managers,detailed,420,29
18822,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,100,29
18823,11-9021,Construction Managers,detailed,3220,29
18824,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,540,29
18825,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,5610,29
18826,11-9033,"Education Administrators, Postsecondary",detailed,2470,29
18827,11-9039,"Education Administrators, All Other",detailed,340,29
18828,11-9041,Architectural and Engineering Managers,detailed,2520,29
18829,11-9051,Food Service Managers,detailed,2370,29
18830,11-9071,Gambling Managers,detailed,50,29
18831,11-9081,Lodging Managers,detailed,560,29
18832,11-9111,Medical and Health Services Managers,detailed,7290,29
18833,11-9121,Natural Sciences Managers,detailed,620,29
18834,11-9131,Postmasters and Mail Superintendents,detailed,300,29
18835,11-9141,"Property, Real Estate, and Community Association Managers",detailed,3580,29
18836,11-9151,Social and Community Service Managers,detailed,2330,29
18837,11-9161,Emergency Management Directors,detailed,150,29
18838,11-9171,Funeral Home Managers,detailed,80,29
18839,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,4200,29
18840,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,70,29
18841,13-1020,Buyers and Purchasing Agents,detailed,7160,29
18842,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,7700,29
18843,13-1032,"Insurance Appraisers, Auto Damage",detailed,190,29
18844,13-1041,Compliance Officers,detailed,4650,29
18845,13-1051,Cost Estimators,detailed,4700,29
18846,13-1071,Human Resources Specialists,detailed,13330,29
18847,13-1075,Labor Relations Specialists,detailed,1440,29
18848,13-1081,Logisticians,detailed,2860,29
18849,13-1111,Management Analysts,detailed,9330,29
18850,13-1121,"Meeting, Convention, and Event Planners",detailed,3000,29
18851,13-1131,Fundraisers,detailed,1610,29
18852,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1180,29
18853,13-1151,Training and Development Specialists,detailed,5400,29
18854,13-1161,Market Research Analysts and Marketing Specialists,detailed,10040,29
18855,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,19220,29
18856,13-2011,Accountants and Auditors,detailed,26530,29
18857,13-2020,Property Appraisers and Assessors,detailed,1200,29
18858,13-2031,Budget Analysts,detailed,740,29
18859,13-2041,Credit Analysts,detailed,1810,29
18860,13-2052,Personal Financial Advisors,detailed,4440,29
18861,13-2053,Insurance Underwriters,detailed,**,29
18862,13-2061,Financial Examiners,detailed,**,29
18863,13-2071,Credit Counselors,detailed,740,29
18864,13-2072,Loan Officers,detailed,7270,29
18865,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1800,29
18866,13-2082,Tax Preparers,detailed,890,29
18867,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,7290,29
18868,15-1211,Computer Systems Analysts,detailed,10990,29
18869,15-1212,Information Security Analysts,detailed,2890,29
18870,15-1221,Computer and Information Research Scientists,detailed,210,29
18871,15-1231,Computer Network Support Specialists,detailed,5830,29
18872,15-1232,Computer User Support Specialists,detailed,12050,29
18873,15-1241,Computer Network Architects,detailed,3270,29
18874,15-1244,Network and Computer Systems Administrators,detailed,7840,29
18875,15-1245,Database Administrators and Architects,detailed,3470,29
18876,15-1251,Computer Programmers,detailed,4120,29
18877,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,24290,29
18878,15-1257,Web Developers and Digital Interface Designers,detailed,3150,29
18879,15-1299,"Computer Occupations, All Other",detailed,6880,29
18880,15-2011,Actuaries,detailed,300,29
18881,15-2031,Operations Research Analysts,detailed,1530,29
18882,15-2041,Statisticians,detailed,710,29
18883,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,660,29
18884,17-1011,"Architects, Except Landscape and Naval",detailed,2040,29
18885,17-1012,Landscape Architects,detailed,170,29
18886,17-1021,Cartographers and Photogrammetrists,detailed,250,29
18887,17-1022,Surveyors,detailed,780,29
18888,17-2011,Aerospace Engineers,detailed,1190,29
18889,17-2031,Bioengineers and Biomedical Engineers,detailed,150,29
18890,17-2041,Chemical Engineers,detailed,440,29
18891,17-2051,Civil Engineers,detailed,5730,29
18892,17-2061,Computer Hardware Engineers,detailed,380,29
18893,17-2071,Electrical Engineers,detailed,3660,29
18894,17-2072,"Electronics Engineers, Except Computer",detailed,1680,29
18895,17-2081,Environmental Engineers,detailed,1090,29
18896,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,290,29
18897,17-2112,Industrial Engineers,detailed,5940,29
18898,17-2131,Materials Engineers,detailed,510,29
18899,17-2141,Mechanical Engineers,detailed,3010,29
18900,17-2161,Nuclear Engineers,detailed,**,29
18901,17-2199,"Engineers, All Other",detailed,1170,29
18902,17-3011,Architectural and Civil Drafters,detailed,2160,29
18903,17-3012,Electrical and Electronics Drafters,detailed,650,29
18904,17-3013,Mechanical Drafters,detailed,1080,29
18905,17-3019,"Drafters, All Other",detailed,160,29
18906,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,80,29
18907,17-3022,Civil Engineering Technologists and Technicians,detailed,910,29
18908,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1130,29
18909,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,80,29
18910,17-3025,Environmental Engineering Technologists and Technicians,detailed,430,29
18911,17-3026,Industrial Engineering Technologists and Technicians,detailed,1150,29
18912,17-3027,Mechanical Engineering Technologists and Technicians,detailed,200,29
18913,17-3031,Surveying and Mapping Technicians,detailed,630,29
18914,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,830,29
18915,19-1011,Animal Scientists,detailed,**,29
18916,19-1012,Food Scientists and Technologists,detailed,220,29
18917,19-1013,Soil and Plant Scientists,detailed,290,29
18918,19-1021,Biochemists and Biophysicists,detailed,170,29
18919,19-1022,Microbiologists,detailed,360,29
18920,19-1023,Zoologists and Wildlife Biologists,detailed,350,29
18921,19-1029,"Biological Scientists, All Other",detailed,460,29
18922,19-1031,Conservation Scientists,detailed,440,29
18923,19-1032,Foresters,detailed,420,29
18924,19-1041,Epidemiologists,detailed,100,29
18925,19-1042,"Medical Scientists, Except Epidemiologists",detailed,2160,29
18926,19-2012,Physicists,detailed,70,29
18927,19-2021,Atmospheric and Space Scientists,detailed,210,29
18928,19-2031,Chemists,detailed,1510,29
18929,19-2032,Materials Scientists,detailed,50,29
18930,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,710,29
18931,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,180,29
18932,19-2043,Hydrologists,detailed,40,29
18933,19-2099,"Physical Scientists, All Other",detailed,100,29
18934,19-3011,Economists,detailed,150,29
18935,19-3022,Survey Researchers,detailed,130,29
18936,19-3031,"Clinical, Counseling, and School Psychologists",detailed,1690,29
18937,19-3039,"Psychologists, All Other",detailed,170,29
18938,19-3051,Urban and Regional Planners,detailed,240,29
18939,19-3092,Geographers,detailed,30,29
18940,19-3093,Historians,detailed,70,29
18941,19-3099,"Social Scientists and Related Workers, All Other",detailed,250,29
18942,19-4010,Agricultural and Food Science Technicians,detailed,600,29
18943,19-4021,Biological Technicians,detailed,930,29
18944,19-4031,Chemical Technicians,detailed,860,29
18945,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,360,29
18946,19-4045,Geological and Hydrologic Technicians,detailed,70,29
