,occ_code,occ_title,o_group,tot_emp,area
965,11-0000,Management Occupations,major,19680,10
966,13-0000,Business and Financial Operations Occupations,major,29410,10
967,15-0000,Computer and Mathematical Occupations,major,15530,10
968,17-0000,Architecture and Engineering Occupations,major,6490,10
969,19-0000,"Life, Physical, and Social Science Occupations",major,5860,10
970,21-0000,Community and Social Service Occupations,major,7330,10
971,23-0000,Legal Occupations,major,4700,10
972,25-0000,Educational Instruction and Library Occupations,major,26570,10
973,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4310,10
974,29-0000,Healthcare Practitioners and Technical Occupations,major,31410,10
975,31-0000,Healthcare Support Occupations,major,17790,10
976,33-0000,Protective Service Occupations,major,10610,10
977,35-0000,Food Preparation and Serving Related Occupations,major,43560,10
978,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16190,10
979,39-0000,Personal Care and Service Occupations,major,10990,10
980,41-0000,Sales and Related Occupations,major,46660,10
981,43-0000,Office and Administrative Support Occupations,major,65890,10
982,45-0000,"Farming, Fishing, and Forestry Occupations",major,960,10
983,47-0000,Construction and Extraction Occupations,major,17200,10
984,49-0000,"Installation, Maintenance, and Repair Occupations",major,16610,10
985,51-0000,Production Occupations,major,19290,10
986,53-0000,Transportation and Material Moving Occupations,major,34870,10
6740,11-1011,Chief Executives,detailed,370,10
6741,11-1021,General and Operations Managers,detailed,4070,10
6742,11-1031,Legislators,detailed,150,10
6743,11-2011,Advertising and Promotions Managers,detailed,**,10
6744,11-2021,Marketing Managers,detailed,970,10
6745,11-2022,Sales Managers,detailed,1020,10
6746,11-2030,Public Relations and Fundraising Managers,detailed,240,10
6747,11-3010,Administrative Services and Facilities Managers,detailed,840,10
6748,11-3021,Computer and Information Systems Managers,detailed,1370,10
6749,11-3031,Financial Managers,detailed,2290,10
6750,11-3051,Industrial Production Managers,detailed,350,10
6751,11-3071,"Transportation, Storage, and Distribution Managers",detailed,390,10
6752,11-3121,Human Resources Managers,detailed,400,10
6753,11-3131,Training and Development Managers,detailed,60,10
6754,11-9021,Construction Managers,detailed,620,10
6755,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,240,10
6756,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,830,10
6757,11-9033,"Education Administrators, Postsecondary",detailed,280,10
6758,11-9039,"Education Administrators, All Other",detailed,60,10
6759,11-9041,Architectural and Engineering Managers,detailed,420,10
6760,11-9051,Food Service Managers,detailed,560,10
6761,11-9081,Lodging Managers,detailed,80,10
6762,11-9111,Medical and Health Services Managers,detailed,1050,10
6763,11-9121,Natural Sciences Managers,detailed,370,10
6764,11-9131,Postmasters and Mail Superintendents,detailed,40,10
6765,11-9141,"Property, Real Estate, and Community Association Managers",detailed,590,10
6766,11-9151,Social and Community Service Managers,detailed,750,10
6767,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,930,10
6768,13-1020,Buyers and Purchasing Agents,detailed,990,10
6769,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,610,10
6770,13-1041,Compliance Officers,detailed,1340,10
6771,13-1051,Cost Estimators,detailed,950,10
6772,13-1071,Human Resources Specialists,detailed,2170,10
6773,13-1075,Labor Relations Specialists,detailed,340,10
6774,13-1081,Logisticians,detailed,610,10
6775,13-1111,Management Analysts,detailed,2600,10
6776,13-1121,"Meeting, Convention, and Event Planners",detailed,300,10
6777,13-1131,Fundraisers,detailed,330,10
