,occ_code,occ_title,o_group,tot_emp,area
1141,11-0000,Management Occupations,major,85370,19
1142,13-0000,Business and Financial Operations Occupations,major,74630,19
1143,15-0000,Computer and Mathematical Occupations,major,38370,19
1144,17-0000,Architecture and Engineering Occupations,major,22930,19
1145,19-0000,"Life, Physical, and Social Science Occupations",major,12370,19
1146,21-0000,Community and Social Service Occupations,major,21040,19
1147,23-0000,Legal Occupations,major,7600,19
1148,25-0000,Educational Instruction and Library Occupations,major,109010,19
1149,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18630,19
1150,29-0000,Healthcare Practitioners and Technical Occupations,major,85780,19
1151,31-0000,Healthcare Support Occupations,major,59580,19
1152,33-0000,Protective Service Occupations,major,23750,19
1153,35-0000,Food Preparation and Serving Related Occupations,major,132150,19
1154,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,47350,19
1155,39-0000,Personal Care and Service Occupations,major,33820,19
1156,41-0000,Sales and Related Occupations,major,153400,19
1157,43-0000,Office and Administrative Support Occupations,major,193010,19
1158,45-0000,"Farming, Fishing, and Forestry Occupations",major,5450,19
1159,47-0000,Construction and Extraction Occupations,major,68200,19
1160,49-0000,"Installation, Maintenance, and Repair Occupations",major,69420,19
1161,51-0000,Production Occupations,major,143840,19
1162,53-0000,Transportation and Material Moving Occupations,major,143770,19
11879,11-1011,Chief Executives,detailed,2010,19
11880,11-1021,General and Operations Managers,detailed,24120,19
11881,11-1031,Legislators,detailed,**,19
11882,11-2011,Advertising and Promotions Managers,detailed,230,19
11883,11-2021,Marketing Managers,detailed,2550,19
11884,11-2022,Sales Managers,detailed,3170,19
11885,11-2030,Public Relations and Fundraising Managers,detailed,960,19
11886,11-3010,Administrative Services and Facilities Managers,detailed,2290,19
11887,11-3021,Computer and Information Systems Managers,detailed,3560,19
11888,11-3031,Financial Managers,detailed,8630,19
11889,11-3051,Industrial Production Managers,detailed,3310,19
11890,11-3061,Purchasing Managers,detailed,710,19
11891,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1690,19
11892,11-3111,Compensation and Benefits Managers,detailed,120,19
11893,11-3121,Human Resources Managers,detailed,1580,19
11894,11-3131,Training and Development Managers,detailed,360,19
11895,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,160,19
11896,11-9021,Construction Managers,detailed,3160,19
11897,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,810,19
11898,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2660,19
11899,11-9033,"Education Administrators, Postsecondary",detailed,2440,19
11900,11-9039,"Education Administrators, All Other",detailed,500,19
11901,11-9041,Architectural and Engineering Managers,detailed,2360,19
11902,11-9051,Food Service Managers,detailed,1910,19
11903,11-9071,Gambling Managers,detailed,160,19
11904,11-9081,Lodging Managers,detailed,530,19
11905,11-9111,Medical and Health Services Managers,detailed,6880,19
11906,11-9121,Natural Sciences Managers,detailed,360,19
11907,11-9131,Postmasters and Mail Superintendents,detailed,260,19
11908,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1300,19
11909,11-9151,Social and Community Service Managers,detailed,2370,19
11910,11-9161,Emergency Management Directors,detailed,150,19
11911,11-9171,Funeral Home Managers,detailed,80,19
11912,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,2890,19
11913,13-1020,Buyers and Purchasing Agents,detailed,3790,19
11914,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3160,19
11915,13-1041,Compliance Officers,detailed,2700,19
11916,13-1051,Cost Estimators,detailed,2250,19
11917,13-1071,Human Resources Specialists,detailed,5890,19
11918,13-1075,Labor Relations Specialists,detailed,690,19
11919,13-1081,Logisticians,detailed,1930,19
11920,13-1111,Management Analysts,detailed,5530,19
11921,13-1121,"Meeting, Convention, and Event Planners",detailed,860,19
11922,13-1131,Fundraisers,detailed,900,19
11923,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,740,19
11924,13-1151,Training and Development Specialists,detailed,3680,19
11925,13-1161,Market Research Analysts and Marketing Specialists,detailed,5660,19
11926,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,9960,19
11927,13-2011,Accountants and Auditors,detailed,10170,19
11928,13-2020,Property Appraisers and Assessors,detailed,740,19
11929,13-2031,Budget Analysts,detailed,430,19
11930,13-2041,Credit Analysts,detailed,780,19
11931,13-2052,Personal Financial Advisors,detailed,1620,19
11932,13-2053,Insurance Underwriters,detailed,1880,19
11933,13-2061,Financial Examiners,detailed,1180,19
11934,13-2071,Credit Counselors,detailed,560,19
11935,13-2072,Loan Officers,detailed,4670,19
11936,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,200,19
11937,13-2082,Tax Preparers,detailed,460,19
11938,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,4160,19
11939,15-1211,Computer Systems Analysts,detailed,7040,19
11940,15-1212,Information Security Analysts,detailed,830,19
11941,15-1231,Computer Network Support Specialists,detailed,2360,19
11942,15-1232,Computer User Support Specialists,detailed,4820,19
11943,15-1241,Computer Network Architects,detailed,1130,19
11944,15-1244,Network and Computer Systems Administrators,detailed,3290,19
11945,15-1245,Database Administrators and Architects,detailed,760,19
11946,15-1251,Computer Programmers,detailed,1570,19
11947,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,11190,19
11948,15-1257,Web Developers and Digital Interface Designers,detailed,1290,19
11949,15-1299,"Computer Occupations, All Other",detailed,2220,19
11950,15-2011,Actuaries,detailed,460,19
11951,15-2031,Operations Research Analysts,detailed,620,19
11952,15-2041,Statisticians,detailed,520,19
11953,17-1011,"Architects, Except Landscape and Naval",detailed,650,19
11954,17-1012,Landscape Architects,detailed,230,19
11955,17-1021,Cartographers and Photogrammetrists,detailed,40,19
11956,17-1022,Surveyors,detailed,310,19
11957,17-2021,Agricultural Engineers,detailed,150,19
11958,17-2031,Bioengineers and Biomedical Engineers,detailed,100,19
11959,17-2041,Chemical Engineers,detailed,240,19
11960,17-2051,Civil Engineers,detailed,2050,19
11961,17-2061,Computer Hardware Engineers,detailed,220,19
11962,17-2071,Electrical Engineers,detailed,1480,19
11963,17-2072,"Electronics Engineers, Except Computer",detailed,390,19
11964,17-2081,Environmental Engineers,detailed,330,19
11965,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,130,19
11966,17-2112,Industrial Engineers,detailed,3220,19
11967,17-2131,Materials Engineers,detailed,210,19
11968,17-2141,Mechanical Engineers,detailed,3430,19
11969,17-2199,"Engineers, All Other",detailed,1950,19
11970,17-3011,Architectural and Civil Drafters,detailed,990,19
11971,17-3012,Electrical and Electronics Drafters,detailed,130,19
11972,17-3013,Mechanical Drafters,detailed,1040,19
11973,17-3019,"Drafters, All Other",detailed,270,19
11974,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,80,19
11975,17-3022,Civil Engineering Technologists and Technicians,detailed,1100,19
11976,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1190,19
11977,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,130,19
11978,17-3025,Environmental Engineering Technologists and Technicians,detailed,60,19
11979,17-3026,Industrial Engineering Technologists and Technicians,detailed,790,19
11980,17-3027,Mechanical Engineering Technologists and Technicians,detailed,440,19
11981,17-3031,Surveying and Mapping Technicians,detailed,200,19
11982,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,1310,19
11983,19-1011,Animal Scientists,detailed,110,19
11984,19-1012,Food Scientists and Technologists,detailed,320,19
11985,19-1013,Soil and Plant Scientists,detailed,900,19
11986,19-1021,Biochemists and Biophysicists,detailed,80,19
11987,19-1022,Microbiologists,detailed,230,19
11988,19-1023,Zoologists and Wildlife Biologists,detailed,90,19
11989,19-1029,"Biological Scientists, All Other",detailed,350,19
11990,19-1031,Conservation Scientists,detailed,560,19
11991,19-1032,Foresters,detailed,60,19
11992,19-1041,Epidemiologists,detailed,40,19
11993,19-1042,"Medical Scientists, Except Epidemiologists",detailed,1030,19
11994,19-1099,"Life Scientists, All Other",detailed,120,19
11995,19-2012,Physicists,detailed,50,19
11996,19-2021,Atmospheric and Space Scientists,detailed,70,19
11997,19-2031,Chemists,detailed,490,19
11998,19-2032,Materials Scientists,detailed,90,19
11999,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,510,19
