,occ_code,occ_title,o_group,tot_emp,area
1207,11-0000,Management Occupations,major,90880,22
1208,13-0000,Business and Financial Operations Occupations,major,73590,22
1209,15-0000,Computer and Mathematical Occupations,major,20230,22
1210,17-0000,Architecture and Engineering Occupations,major,31220,22
1211,19-0000,"Life, Physical, and Social Science Occupations",major,14380,22
1212,21-0000,Community and Social Service Occupations,major,27220,22
1213,23-0000,Legal Occupations,major,15000,22
1214,25-0000,Educational Instruction and Library Occupations,major,129790,22
1215,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18630,22
1216,29-0000,Healthcare Practitioners and Technical Occupations,major,129270,22
1217,31-0000,Healthcare Support Occupations,major,89940,22
1218,33-0000,Protective Service Occupations,major,58160,22
1219,35-0000,Food Preparation and Serving Related Occupations,major,187820,22
1220,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,53610,22
1221,39-0000,Personal Care and Service Occupations,major,40980,22
1222,41-0000,Sales and Related Occupations,major,198770,22
1223,43-0000,Office and Administrative Support Occupations,major,245350,22
1224,45-0000,"Farming, Fishing, and Forestry Occupations",major,4820,22
1225,47-0000,Construction and Extraction Occupations,major,125700,22
1226,49-0000,"Installation, Maintenance, and Repair Occupations",major,91990,22
1227,51-0000,Production Occupations,major,105470,22
1228,53-0000,Transportation and Material Moving Occupations,major,169140,22
13931,11-1011,Chief Executives,detailed,790,22
13932,11-1021,General and Operations Managers,detailed,29260,22
13933,11-1031,Legislators,detailed,590,22
13934,11-2011,Advertising and Promotions Managers,detailed,130,22
13935,11-2021,Marketing Managers,detailed,940,22
13936,11-2022,Sales Managers,detailed,3170,22
13937,11-2030,Public Relations and Fundraising Managers,detailed,290,22
13938,11-3010,Administrative Services and Facilities Managers,detailed,2650,22
13939,11-3021,Computer and Information Systems Managers,detailed,1980,22
13940,11-3031,Financial Managers,detailed,5970,22
13941,11-3051,Industrial Production Managers,detailed,2100,22
13942,11-3061,Purchasing Managers,detailed,560,22
13943,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1560,22
13944,11-3111,Compensation and Benefits Managers,detailed,200,22
13945,11-3121,Human Resources Managers,detailed,1570,22
13946,11-3131,Training and Development Managers,detailed,350,22
13947,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,70,22
13948,11-9021,Construction Managers,detailed,3870,22
13949,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,220,22
13950,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,5270,22
13951,11-9033,"Education Administrators, Postsecondary",detailed,2180,22
13952,11-9039,"Education Administrators, All Other",detailed,220,22
13953,11-9041,Architectural and Engineering Managers,detailed,1390,22
13954,11-9051,Food Service Managers,detailed,1810,22
13955,11-9071,Gambling Managers,detailed,170,22
13956,11-9081,Lodging Managers,detailed,340,22
13957,11-9111,Medical and Health Services Managers,detailed,4990,22
13958,11-9121,Natural Sciences Managers,detailed,330,22
13959,11-9131,Postmasters and Mail Superintendents,detailed,250,22
13960,11-9141,"Property, Real Estate, and Community Association Managers",detailed,3310,22
13961,11-9151,Social and Community Service Managers,detailed,1540,22
13962,11-9161,Emergency Management Directors,detailed,90,22
13963,11-9171,Funeral Home Managers,detailed,180,22
13964,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,12530,22
13965,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,70,22
13966,13-1020,Buyers and Purchasing Agents,detailed,3010,22
13967,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,2450,22
13968,13-1032,"Insurance Appraisers, Auto Damage",detailed,190,22
13969,13-1041,Compliance Officers,detailed,4440,22
13970,13-1051,Cost Estimators,detailed,2220,22
13971,13-1071,Human Resources Specialists,detailed,4030,22
13972,13-1075,Labor Relations Specialists,detailed,140,22
13973,13-1081,Logisticians,detailed,1230,22
13974,13-1111,Management Analysts,detailed,3400,22
13975,13-1121,"Meeting, Convention, and Event Planners",detailed,350,22
13976,13-1131,Fundraisers,detailed,300,22
13977,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1320,22
13978,13-1151,Training and Development Specialists,detailed,2520,22
13979,13-1161,Market Research Analysts and Marketing Specialists,detailed,3200,22
13980,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,20300,22
13981,13-2011,Accountants and Auditors,detailed,11980,22
13982,13-2020,Property Appraisers and Assessors,detailed,550,22
13983,13-2031,Budget Analysts,detailed,370,22
13984,13-2041,Credit Analysts,detailed,290,22
13985,13-2052,Personal Financial Advisors,detailed,1270,22
13986,13-2053,Insurance Underwriters,detailed,1170,22
13987,13-2061,Financial Examiners,detailed,120,22
13988,13-2071,Credit Counselors,detailed,250,22
13989,13-2072,Loan Officers,detailed,4000,22
13990,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,610,22
13991,13-2082,Tax Preparers,detailed,820,22
13992,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,3020,22
13993,15-1211,Computer Systems Analysts,detailed,2180,22
13994,15-1212,Information Security Analysts,detailed,600,22
13995,15-1221,Computer and Information Research Scientists,detailed,100,22
13996,15-1231,Computer Network Support Specialists,detailed,1280,22
13997,15-1232,Computer User Support Specialists,detailed,3590,22
13998,15-1241,Computer Network Architects,detailed,450,22
13999,15-1244,Network and Computer Systems Administrators,detailed,2190,22
14000,15-1245,Database Administrators and Architects,detailed,460,22
14001,15-1251,Computer Programmers,detailed,2040,22
14002,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,2310,22
14003,15-1257,Web Developers and Digital Interface Designers,detailed,490,22
14004,15-1299,"Computer Occupations, All Other",detailed,4140,22
14005,15-2031,Operations Research Analysts,detailed,210,22
14006,15-2041,Statisticians,detailed,70,22
14007,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,80,22
14008,17-1011,"Architects, Except Landscape and Naval",detailed,1220,22
14009,17-1012,Landscape Architects,detailed,180,22
14010,17-1021,Cartographers and Photogrammetrists,detailed,140,22
14011,17-1022,Surveyors,detailed,990,22
14012,17-2011,Aerospace Engineers,detailed,90,22
14013,17-2041,Chemical Engineers,detailed,1610,22
14014,17-2051,Civil Engineers,detailed,2850,22
14015,17-2061,Computer Hardware Engineers,detailed,150,22
14016,17-2071,Electrical Engineers,detailed,1000,22
14017,17-2072,"Electronics Engineers, Except Computer",detailed,730,22
14018,17-2081,Environmental Engineers,detailed,430,22
14019,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,450,22
14020,17-2112,Industrial Engineers,detailed,1530,22
14021,17-2121,Marine Engineers and Naval Architects,detailed,170,22
14022,17-2131,Materials Engineers,detailed,350,22
14023,17-2141,Mechanical Engineers,detailed,1800,22
14024,17-2161,Nuclear Engineers,detailed,**,22
14025,17-2171,Petroleum Engineers,detailed,1330,22
14026,17-2199,"Engineers, All Other",detailed,5590,22
14027,17-3011,Architectural and Civil Drafters,detailed,710,22
14028,17-3012,Electrical and Electronics Drafters,detailed,150,22
14029,17-3013,Mechanical Drafters,detailed,430,22
14030,17-3019,"Drafters, All Other",detailed,1620,22
14031,17-3022,Civil Engineering Technologists and Technicians,detailed,710,22
14032,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1380,22
14033,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,370,22
14034,17-3025,Environmental Engineering Technologists and Technicians,detailed,390,22
14035,17-3026,Industrial Engineering Technologists and Technicians,detailed,480,22
14036,17-3027,Mechanical Engineering Technologists and Technicians,detailed,170,22
14037,17-3031,Surveying and Mapping Technicians,detailed,1200,22
14038,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,2760,22
14039,19-1013,Soil and Plant Scientists,detailed,90,22
14040,19-1023,Zoologists and Wildlife Biologists,detailed,60,22
14041,19-1029,"Biological Scientists, All Other",detailed,600,22
14042,19-1031,Conservation Scientists,detailed,630,22
14043,19-1032,Foresters,detailed,100,22
14044,19-1041,Epidemiologists,detailed,110,22
14045,19-1042,"Medical Scientists, Except Epidemiologists",detailed,190,22
14046,19-1099,"Life Scientists, All Other",detailed,160,22
14047,19-2012,Physicists,detailed,40,22
14048,19-2021,Atmospheric and Space Scientists,detailed,100,22
14049,19-2031,Chemists,detailed,640,22
14050,19-2032,Materials Scientists,detailed,70,22
14051,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1080,22
14052,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,620,22
14053,19-2043,Hydrologists,detailed,130,22
14054,19-2099,"Physical Scientists, All Other",detailed,90,22
14055,19-3011,Economists,detailed,50,22
14056,19-3022,Survey Researchers,detailed,**,22
14057,19-3031,"Clinical, Counseling, and School Psychologists",detailed,290,22
14058,19-3039,"Psychologists, All Other",detailed,210,22
14059,19-3051,Urban and Regional Planners,detailed,270,22
14060,19-3091,Anthropologists and Archeologists,detailed,100,22
14061,19-3092,Geographers,detailed,40,22
14062,19-3099,"Social Scientists and Related Workers, All Other",detailed,250,22
14063,19-4010,Agricultural and Food Science Technicians,detailed,250,22
14064,19-4021,Biological Technicians,detailed,160,22
14065,19-4031,Chemical Technicians,detailed,2540,22
14066,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,270,22
14067,19-4045,Geological and Hydrologic Technicians,detailed,450,22
14068,19-4061,Social Science Research Assistants,detailed,240,22
14069,19-4071,Forest and Conservation Technicians,detailed,150,22
14070,19-4092,Forensic Science Technicians,detailed,230,22
14071,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,1700,22
14072,19-5011,Occupational Health and Safety Specialists,detailed,1540,22
14073,19-5012,Occupational Health and Safety Technicians,detailed,570,22
14074,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,6160,22
14075,21-1013,Marriage and Family Therapists,detailed,70,22
14076,21-1015,Rehabilitation Counselors,detailed,450,22
14077,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,3910,22
14078,21-1019,"Counselors, All Other",detailed,2040,22
14079,21-1021,"Child, Family, and School Social Workers",detailed,450,22
14080,21-1022,Healthcare Social Workers,detailed,1770,22
14081,21-1023,Mental Health and Substance Abuse Social Workers,detailed,1270,22
14082,21-1029,"Social Workers, All Other",detailed,920,22
14083,21-1091,Health Education Specialists,detailed,580,22
14084,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,1070,22
14085,21-1093,Social and Human Service Assistants,detailed,2950,22
14086,21-1094,Community Health Workers,detailed,600,22
