,occ_code,occ_title,o_group,tot_emp,area
1405,11-0000,Management Occupations,major,52180,31
1406,13-0000,Business and Financial Operations Occupations,major,49230,31
1407,15-0000,Computer and Mathematical Occupations,major,30740,31
1408,17-0000,Architecture and Engineering Occupations,major,11250,31
1409,19-0000,"Life, Physical, and Social Science Occupations",major,8550,31
1410,21-0000,Community and Social Service Occupations,major,13360,31
1411,23-0000,Legal Occupations,major,5300,31
1412,25-0000,Educational Instruction and Library Occupations,major,61220,31
1413,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,11050,31
1414,29-0000,Healthcare Practitioners and Technical Occupations,major,62390,31
1415,31-0000,Healthcare Support Occupations,major,37600,31
1416,33-0000,Protective Service Occupations,major,16580,31
1417,35-0000,Food Preparation and Serving Related Occupations,major,83160,31
1418,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,29610,31
1419,39-0000,Personal Care and Service Occupations,major,22880,31
1420,41-0000,Sales and Related Occupations,major,94910,31
1421,43-0000,Office and Administrative Support Occupations,major,133340,31
1422,45-0000,"Farming, Fishing, and Forestry Occupations",major,3780,31
1423,47-0000,Construction and Extraction Occupations,major,46420,31
1424,49-0000,"Installation, Maintenance, and Repair Occupations",major,42090,31
1425,51-0000,Production Occupations,major,73080,31
1426,53-0000,Transportation and Material Moving Occupations,major,93340,31
20132,11-1011,Chief Executives,detailed,1380,31
20133,11-1021,General and Operations Managers,detailed,15200,31
20134,11-1031,Legislators,detailed,1340,31
20135,11-2011,Advertising and Promotions Managers,detailed,130,31
20136,11-2021,Marketing Managers,detailed,1440,31
20137,11-2022,Sales Managers,detailed,2240,31
20138,11-2030,Public Relations and Fundraising Managers,detailed,640,31
20139,11-3010,Administrative Services and Facilities Managers,detailed,2170,31
20140,11-3021,Computer and Information Systems Managers,detailed,2680,31
20141,11-3031,Financial Managers,detailed,3940,31
20142,11-3051,Industrial Production Managers,detailed,1210,31
20143,11-3061,Purchasing Managers,detailed,370,31
20144,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1450,31
20145,11-3111,Compensation and Benefits Managers,detailed,160,31
20146,11-3121,Human Resources Managers,detailed,1090,31
20147,11-3131,Training and Development Managers,detailed,450,31
20148,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,190,31
20149,11-9021,Construction Managers,detailed,2820,31
20150,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,360,31
20151,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1890,31
20152,11-9033,"Education Administrators, Postsecondary",detailed,940,31
20153,11-9039,"Education Administrators, All Other",detailed,110,31
20154,11-9041,Architectural and Engineering Managers,detailed,720,31
20155,11-9051,Food Service Managers,detailed,2050,31
20156,11-9071,Gambling Managers,detailed,30,31
20157,11-9081,Lodging Managers,detailed,230,31
20158,11-9111,Medical and Health Services Managers,detailed,2640,31
20159,11-9121,Natural Sciences Managers,detailed,260,31
20160,11-9131,Postmasters and Mail Superintendents,detailed,160,31
20161,11-9141,"Property, Real Estate, and Community Association Managers",detailed,950,31
20162,11-9151,Social and Community Service Managers,detailed,800,31
20163,11-9161,Emergency Management Directors,detailed,130,31
20164,11-9171,Funeral Home Managers,detailed,60,31
20165,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,1940,31
20166,13-1020,Buyers and Purchasing Agents,detailed,2370,31
20167,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,2660,31
20168,13-1032,"Insurance Appraisers, Auto Damage",detailed,40,31
20169,13-1041,Compliance Officers,detailed,3470,31
20170,13-1051,Cost Estimators,detailed,1570,31
20171,13-1071,Human Resources Specialists,detailed,4800,31
20172,13-1075,Labor Relations Specialists,detailed,450,31
20173,13-1081,Logisticians,detailed,980,31
20174,13-1111,Management Analysts,detailed,2560,31
20175,13-1121,"Meeting, Convention, and Event Planners",detailed,460,31
20176,13-1131,Fundraisers,detailed,460,31
20177,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,520,31
20178,13-1151,Training and Development Specialists,detailed,2280,31
20179,13-1161,Market Research Analysts and Marketing Specialists,detailed,3290,31
20180,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,4060,31
20181,13-2011,Accountants and Auditors,detailed,8250,31
20182,13-2020,Property Appraisers and Assessors,detailed,590,31
20183,13-2031,Budget Analysts,detailed,200,31
20184,13-2041,Credit Analysts,detailed,580,31
20185,13-2052,Personal Financial Advisors,detailed,1350,31
20186,13-2053,Insurance Underwriters,detailed,1700,31
20187,13-2061,Financial Examiners,detailed,590,31
20188,13-2071,Credit Counselors,detailed,260,31
20189,13-2072,Loan Officers,detailed,3170,31
20190,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,170,31
20191,13-2082,Tax Preparers,detailed,710,31
20192,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,1690,31
20193,15-1211,Computer Systems Analysts,detailed,3840,31
20194,15-1212,Information Security Analysts,detailed,570,31
20195,15-1221,Computer and Information Research Scientists,detailed,70,31
20196,15-1231,Computer Network Support Specialists,detailed,1990,31
20197,15-1232,Computer User Support Specialists,detailed,3430,31
20198,15-1241,Computer Network Architects,detailed,1160,31
20199,15-1244,Network and Computer Systems Administrators,detailed,2730,31
20200,15-1245,Database Administrators and Architects,detailed,1020,31
20201,15-1251,Computer Programmers,detailed,1960,31
20202,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,7740,31
20203,15-1257,Web Developers and Digital Interface Designers,detailed,920,31
20204,15-1299,"Computer Occupations, All Other",detailed,3730,31
20205,15-2011,Actuaries,detailed,450,31
20206,15-2031,Operations Research Analysts,detailed,650,31
20207,15-2041,Statisticians,detailed,260,31
20208,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,220,31
20209,17-1011,"Architects, Except Landscape and Naval",detailed,520,31
20210,17-1012,Landscape Architects,detailed,130,31
20211,17-1021,Cartographers and Photogrammetrists,detailed,50,31
20212,17-1022,Surveyors,detailed,240,31
20213,17-2011,Aerospace Engineers,detailed,150,31
20214,17-2021,Agricultural Engineers,detailed,30,31
20215,17-2031,Bioengineers and Biomedical Engineers,detailed,30,31
20216,17-2041,Chemical Engineers,detailed,30,31
20217,17-2051,Civil Engineers,detailed,1690,31
20218,17-2061,Computer Hardware Engineers,detailed,110,31
20219,17-2071,Electrical Engineers,detailed,720,31
20220,17-2072,"Electronics Engineers, Except Computer",detailed,280,31
20221,17-2081,Environmental Engineers,detailed,460,31
20222,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,60,31
20223,17-2112,Industrial Engineers,detailed,1370,31
20224,17-2131,Materials Engineers,detailed,120,31
20225,17-2141,Mechanical Engineers,detailed,1040,31
20226,17-2161,Nuclear Engineers,detailed,30,31
20227,17-2171,Petroleum Engineers,detailed,60,31
20228,17-2199,"Engineers, All Other",detailed,310,31
20229,17-3011,Architectural and Civil Drafters,detailed,570,31
20230,17-3012,Electrical and Electronics Drafters,detailed,130,31
20231,17-3013,Mechanical Drafters,detailed,480,31
20232,17-3019,"Drafters, All Other",detailed,40,31
20233,17-3022,Civil Engineering Technologists and Technicians,detailed,290,31
20234,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,670,31
20235,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,100,31
20236,17-3025,Environmental Engineering Technologists and Technicians,detailed,110,31
20237,17-3026,Industrial Engineering Technologists and Technicians,detailed,350,31
