,occ_code,occ_title,o_group,tot_emp,area
1845,11-0000,Management Occupations,major,162850,53
1846,13-0000,Business and Financial Operations Occupations,major,225940,53
1847,15-0000,Computer and Mathematical Occupations,major,173940,53
1848,17-0000,Architecture and Engineering Occupations,major,77020,53
1849,19-0000,"Life, Physical, and Social Science Occupations",major,39850,53
1850,21-0000,Community and Social Service Occupations,major,52280,53
1851,23-0000,Legal Occupations,major,22500,53
1852,25-0000,Educational Instruction and Library Occupations,major,189670,53
1853,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,49860,53
1854,29-0000,Healthcare Practitioners and Technical Occupations,major,171440,53
1855,31-0000,Healthcare Support Occupations,major,144170,53
1856,33-0000,Protective Service Occupations,major,66690,53
1857,35-0000,Food Preparation and Serving Related Occupations,major,299950,53
1858,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,90590,53
1859,39-0000,Personal Care and Service Occupations,major,74900,53
1860,41-0000,Sales and Related Occupations,major,316510,53
1861,43-0000,Office and Administrative Support Occupations,major,392860,53
1862,45-0000,"Farming, Fishing, and Forestry Occupations",major,22250,53
1863,47-0000,Construction and Extraction Occupations,major,169600,53
1864,49-0000,"Installation, Maintenance, and Repair Occupations",major,133320,53
1865,51-0000,Production Occupations,major,178980,53
1866,53-0000,Transportation and Material Moving Occupations,major,263330,53
33594,11-1011,Chief Executives,detailed,2980,53
33595,11-1021,General and Operations Managers,detailed,46500,53
33596,11-1031,Legislators,detailed,940,53
33597,11-2011,Advertising and Promotions Managers,detailed,410,53
33598,11-2021,Marketing Managers,detailed,6820,53
33599,11-2022,Sales Managers,detailed,7640,53
33600,11-2030,Public Relations and Fundraising Managers,detailed,2240,53
33601,11-3010,Administrative Services and Facilities Managers,detailed,4910,53
33602,11-3021,Computer and Information Systems Managers,detailed,12650,53
33603,11-3031,Financial Managers,detailed,12830,53
33604,11-3051,Industrial Production Managers,detailed,2930,53
33605,11-3061,Purchasing Managers,detailed,1540,53
33606,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2470,53
33607,11-3111,Compensation and Benefits Managers,detailed,280,53
33608,11-3121,Human Resources Managers,detailed,3380,53
33609,11-3131,Training and Development Managers,detailed,730,53
33610,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,130,53
33611,11-9021,Construction Managers,detailed,8430,53
33612,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,1460,53
33613,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,5490,53
33614,11-9033,"Education Administrators, Postsecondary",detailed,2230,53
33615,11-9039,"Education Administrators, All Other",detailed,780,53
33616,11-9041,Architectural and Engineering Managers,detailed,4340,53
33617,11-9051,Food Service Managers,detailed,2760,53
33618,11-9071,Gambling Managers,detailed,110,53
33619,11-9081,Lodging Managers,detailed,860,53
33620,11-9111,Medical and Health Services Managers,detailed,7310,53
33621,11-9121,Natural Sciences Managers,detailed,1960,53
33622,11-9131,Postmasters and Mail Superintendents,detailed,270,53
33623,11-9141,"Property, Real Estate, and Community Association Managers",detailed,2620,53
33624,11-9151,Social and Community Service Managers,detailed,3640,53
33625,11-9161,Emergency Management Directors,detailed,150,53
33626,11-9171,Funeral Home Managers,detailed,50,53
33627,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,11050,53
33628,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,90,53
33629,13-1020,Buyers and Purchasing Agents,detailed,14910,53
33630,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,5490,53
33631,13-1032,"Insurance Appraisers, Auto Damage",detailed,290,53
33632,13-1041,Compliance Officers,detailed,8820,53
33633,13-1051,Cost Estimators,detailed,5690,53
33634,13-1071,Human Resources Specialists,detailed,17310,53
33635,13-1075,Labor Relations Specialists,detailed,2430,53
33636,13-1081,Logisticians,detailed,6450,53
33637,13-1111,Management Analysts,detailed,22160,53
33638,13-1121,"Meeting, Convention, and Event Planners",detailed,3420,53
33639,13-1131,Fundraisers,detailed,2510,53
33640,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1770,53
33641,13-1151,Training and Development Specialists,detailed,7250,53
33642,13-1161,Market Research Analysts and Marketing Specialists,detailed,22710,53
33643,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,43590,53
33644,13-2011,Accountants and Auditors,detailed,32280,53
33645,13-2020,Property Appraisers and Assessors,detailed,1390,53
33646,13-2031,Budget Analysts,detailed,880,53
33647,13-2041,Credit Analysts,detailed,1720,53
33648,13-2052,Personal Financial Advisors,detailed,3820,53
33649,13-2053,Insurance Underwriters,detailed,1370,53
33650,13-2061,Financial Examiners,detailed,610,53
33651,13-2071,Credit Counselors,detailed,500,53
33652,13-2072,Loan Officers,detailed,7050,53
33653,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,960,53
33654,13-2082,Tax Preparers,detailed,970,53
33655,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,9500,53
33656,15-1211,Computer Systems Analysts,detailed,16840,53
33657,15-1212,Information Security Analysts,detailed,3120,53
33658,15-1221,Computer and Information Research Scientists,detailed,1970,53
33659,15-1231,Computer Network Support Specialists,detailed,3520,53
33660,15-1232,Computer User Support Specialists,detailed,18260,53
33661,15-1241,Computer Network Architects,detailed,4800,53
33662,15-1244,Network and Computer Systems Administrators,detailed,7960,53
33663,15-1245,Database Administrators and Architects,detailed,2690,53
33664,15-1251,Computer Programmers,detailed,5680,53
33665,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,77650,53
33666,15-1257,Web Developers and Digital Interface Designers,detailed,13430,53
33667,15-1299,"Computer Occupations, All Other",detailed,12340,53
33668,15-2011,Actuaries,detailed,420,53
33669,15-2021,Mathematicians,detailed,100,53
33670,15-2031,Operations Research Analysts,detailed,2640,53
33671,15-2041,Statisticians,detailed,1290,53
33672,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,1220,53
33673,17-1011,"Architects, Except Landscape and Naval",detailed,4180,53
33674,17-1012,Landscape Architects,detailed,770,53
33675,17-1021,Cartographers and Photogrammetrists,detailed,320,53
33676,17-1022,Surveyors,detailed,910,53
33677,17-2011,Aerospace Engineers,detailed,6680,53
33678,17-2031,Bioengineers and Biomedical Engineers,detailed,610,53
33679,17-2041,Chemical Engineers,detailed,580,53
33680,17-2051,Civil Engineers,detailed,11580,53
33681,17-2061,Computer Hardware Engineers,detailed,1770,53
33682,17-2071,Electrical Engineers,detailed,6030,53
33683,17-2072,"Electronics Engineers, Except Computer",detailed,3660,53
33684,17-2081,Environmental Engineers,detailed,1900,53
33685,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,450,53
33686,17-2112,Industrial Engineers,detailed,7220,53
33687,17-2121,Marine Engineers and Naval Architects,detailed,530,53
33688,17-2131,Materials Engineers,detailed,1060,53
33689,17-2141,Mechanical Engineers,detailed,7560,53
33690,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,40,53
33691,17-2171,Petroleum Engineers,detailed,100,53
33692,17-2199,"Engineers, All Other",detailed,3070,53
33693,17-3011,Architectural and Civil Drafters,detailed,2090,53
33694,17-3012,Electrical and Electronics Drafters,detailed,730,53
33695,17-3013,Mechanical Drafters,detailed,2190,53
33696,17-3019,"Drafters, All Other",detailed,340,53
33697,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,430,53
33698,17-3022,Civil Engineering Technologists and Technicians,detailed,1590,53
33699,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,2390,53
33700,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,230,53
33701,17-3025,Environmental Engineering Technologists and Technicians,detailed,390,53
33702,17-3026,Industrial Engineering Technologists and Technicians,detailed,1760,53
33703,17-3027,Mechanical Engineering Technologists and Technicians,detailed,1090,53
33704,17-3031,Surveying and Mapping Technicians,detailed,1110,53
33705,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,2400,53
33706,19-1012,Food Scientists and Technologists,detailed,110,53
33707,19-1013,Soil and Plant Scientists,detailed,240,53
33708,19-1021,Biochemists and Biophysicists,detailed,420,53
33709,19-1022,Microbiologists,detailed,380,53
33710,19-1023,Zoologists and Wildlife Biologists,detailed,2380,53
33711,19-1029,"Biological Scientists, All Other",detailed,1330,53
