,occ_code,occ_title,o_group,tot_emp,area
833,11-0000,Management Occupations,major,21680,2
834,13-0000,Business and Financial Operations Occupations,major,12560,2
835,15-0000,Computer and Mathematical Occupations,major,5050,2
836,17-0000,Architecture and Engineering Occupations,major,7830,2
837,19-0000,"Life, Physical, and Social Science Occupations",major,6380,2
838,21-0000,Community and Social Service Occupations,major,6590,2
839,23-0000,Legal Occupations,major,2140,2
840,25-0000,Educational Instruction and Library Occupations,major,21700,2
841,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3330,2
842,29-0000,Healthcare Practitioners and Technical Occupations,major,17530,2
843,31-0000,Healthcare Support Occupations,major,14430,2
844,33-0000,Protective Service Occupations,major,7760,2
845,35-0000,Food Preparation and Serving Related Occupations,major,27470,2
846,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,9140,2
847,39-0000,Personal Care and Service Occupations,major,7630,2
848,41-0000,Sales and Related Occupations,major,25680,2
849,43-0000,Office and Administrative Support Occupations,major,46230,2
850,45-0000,"Farming, Fishing, and Forestry Occupations",major,590,2
851,47-0000,Construction and Extraction Occupations,major,18570,2
852,49-0000,"Installation, Maintenance, and Repair Occupations",major,18180,2
853,51-0000,Production Occupations,major,9810,2
854,53-0000,Transportation and Material Moving Occupations,major,26820,2
2697,11-1011,Chief Executives,detailed,920,2
2698,11-1021,General and Operations Managers,detailed,6760,2
2699,11-1031,Legislators,detailed,180,2
2700,11-2011,Advertising and Promotions Managers,detailed,70,2
2701,11-2021,Marketing Managers,detailed,300,2
2702,11-2022,Sales Managers,detailed,530,2
2703,11-2030,Public Relations and Fundraising Managers,detailed,260,2
2704,11-3010,Administrative Services and Facilities Managers,detailed,1000,2
2705,11-3021,Computer and Information Systems Managers,detailed,500,2
2706,11-3031,Financial Managers,detailed,1320,2
2707,11-3051,Industrial Production Managers,detailed,210,2
2708,11-3061,Purchasing Managers,detailed,160,2
2709,11-3071,"Transportation, Storage, and Distribution Managers",detailed,870,2
2710,11-3111,Compensation and Benefits Managers,detailed,50,2
2711,11-3121,Human Resources Managers,detailed,320,2
2712,11-3131,Training and Development Managers,detailed,110,2
2713,11-9021,Construction Managers,detailed,1210,2
2714,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,150,2
2715,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,760,2
2716,11-9033,"Education Administrators, Postsecondary",detailed,180,2
2717,11-9039,"Education Administrators, All Other",detailed,190,2
2718,11-9041,Architectural and Engineering Managers,detailed,540,2
2719,11-9051,Food Service Managers,detailed,420,2
2720,11-9081,Lodging Managers,detailed,240,2
2721,11-9111,Medical and Health Services Managers,detailed,1030,2
2722,11-9121,Natural Sciences Managers,detailed,450,2
2723,11-9131,Postmasters and Mail Superintendents,detailed,160,2
2724,11-9141,"Property, Real Estate, and Community Association Managers",detailed,540,2
2725,11-9151,Social and Community Service Managers,detailed,750,2
2726,11-9161,Emergency Management Directors,detailed,130,2
2727,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,1330,2
2728,13-1020,Buyers and Purchasing Agents,detailed,750,2
2729,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,190,2
2730,13-1041,Compliance Officers,detailed,680,2
2731,13-1051,Cost Estimators,detailed,250,2
2732,13-1071,Human Resources Specialists,detailed,960,2
2733,13-1075,Labor Relations Specialists,detailed,120,2
2734,13-1081,Logisticians,detailed,360,2
2735,13-1111,Management Analysts,detailed,510,2
2736,13-1121,"Meeting, Convention, and Event Planners",detailed,70,2
2737,13-1131,Fundraisers,detailed,110,2
2738,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,160,2
2739,13-1161,Market Research Analysts and Marketing Specialists,detailed,280,2
2740,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,2470,2
2741,13-2011,Accountants and Auditors,detailed,2180,2
2742,13-2020,Property Appraisers and Assessors,detailed,130,2
2743,13-2031,Budget Analysts,detailed,270,2
2744,13-2052,Personal Financial Advisors,detailed,110,2
2745,13-2053,Insurance Underwriters,detailed,160,2
2746,13-2061,Financial Examiners,detailed,30,2
2747,13-2071,Credit Counselors,detailed,60,2
2748,13-2072,Loan Officers,detailed,580,2
2749,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,60,2
2750,13-2082,Tax Preparers,detailed,210,2
2751,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,580,2
2752,15-1211,Computer Systems Analysts,detailed,680,2
2753,15-1212,Information Security Analysts,detailed,70,2
2754,15-1231,Computer Network Support Specialists,detailed,400,2
2755,15-1232,Computer User Support Specialists,detailed,730,2
2756,15-1241,Computer Network Architects,detailed,80,2
2757,15-1244,Network and Computer Systems Administrators,detailed,880,2
2758,15-1245,Database Administrators and Architects,detailed,190,2
2759,15-1251,Computer Programmers,detailed,530,2
2760,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,360,2
2761,15-1257,Web Developers and Digital Interface Designers,detailed,140,2
2762,15-1299,"Computer Occupations, All Other",detailed,650,2
2763,15-2031,Operations Research Analysts,detailed,130,2
2764,15-2041,Statisticians,detailed,70,2
2765,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,110,2
2766,17-1011,"Architects, Except Landscape and Naval",detailed,170,2
2767,17-1021,Cartographers and Photogrammetrists,detailed,110,2
2768,17-1022,Surveyors,detailed,340,2
2769,17-2041,Chemical Engineers,detailed,70,2
2770,17-2051,Civil Engineers,detailed,1590,2
2771,17-2061,Computer Hardware Engineers,detailed,50,2
2772,17-2071,Electrical Engineers,detailed,330,2
2773,17-2072,"Electronics Engineers, Except Computer",detailed,210,2
2774,17-2081,Environmental Engineers,detailed,320,2
2775,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,200,2
2776,17-2112,Industrial Engineers,detailed,230,2
2777,17-2121,Marine Engineers and Naval Architects,detailed,40,2
2778,17-2131,Materials Engineers,detailed,80,2
2779,17-2141,Mechanical Engineers,detailed,500,2
2780,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,170,2
2781,17-2171,Petroleum Engineers,detailed,790,2
2782,17-2199,"Engineers, All Other",detailed,580,2
2783,17-3011,Architectural and Civil Drafters,detailed,110,2
2784,17-3012,Electrical and Electronics Drafters,detailed,90,2
2785,17-3013,Mechanical Drafters,detailed,70,2
2786,17-3022,Civil Engineering Technologists and Technicians,detailed,270,2
2787,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,440,2
2788,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,40,2
2789,17-3025,Environmental Engineering Technologists and Technicians,detailed,150,2
2790,17-3026,Industrial Engineering Technologists and Technicians,detailed,30,2
2791,17-3027,Mechanical Engineering Technologists and Technicians,detailed,50,2
2792,17-3031,Surveying and Mapping Technicians,detailed,220,2
2793,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,480,2
2794,19-1023,Zoologists and Wildlife Biologists,detailed,740,2
2795,19-1029,"Biological Scientists, All Other",detailed,320,2
2796,19-1031,Conservation Scientists,detailed,370,2
2797,19-1032,Foresters,detailed,70,2
2798,19-1042,"Medical Scientists, Except Epidemiologists",detailed,40,2
2799,19-2021,Atmospheric and Space Scientists,detailed,160,2
2800,19-2031,Chemists,detailed,70,2
