,occ_code,occ_title,o_group,tot_emp,area
1757,11-0000,Management Occupations,major,634640,48
1758,13-0000,Business and Financial Operations Occupations,major,643140,48
1759,15-0000,Computer and Mathematical Occupations,major,385370,48
1760,17-0000,Architecture and Engineering Occupations,major,243980,48
1761,19-0000,"Life, Physical, and Social Science Occupations",major,102540,48
1762,21-0000,Community and Social Service Occupations,major,124830,48
1763,23-0000,Legal Occupations,major,86420,48
1764,25-0000,Educational Instruction and Library Occupations,major,764970,48
1765,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,141300,48
1766,29-0000,Healthcare Practitioners and Technical Occupations,major,676860,48
1767,31-0000,Healthcare Support Occupations,major,543430,48
1768,33-0000,Protective Service Occupations,major,299220,48
1769,35-0000,Food Preparation and Serving Related Occupations,major,1175750,48
1770,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,340670,48
1771,39-0000,Personal Care and Service Occupations,major,219120,48
1772,41-0000,Sales and Related Occupations,major,1262690,48
1773,43-0000,Office and Administrative Support Occupations,major,1820280,48
1774,45-0000,"Farming, Fishing, and Forestry Occupations",major,23800,48
1775,47-0000,Construction and Extraction Occupations,major,656840,48
1776,49-0000,"Installation, Maintenance, and Repair Occupations",major,530380,48
1777,51-0000,Production Occupations,major,705670,48
1778,53-0000,Transportation and Material Moving Occupations,major,1049310,48
30878,11-1011,Chief Executives,detailed,6170,48
30879,11-1021,General and Operations Managers,detailed,217080,48
30880,11-1031,Legislators,detailed,1970,48
30881,11-2011,Advertising and Promotions Managers,detailed,1390,48
30882,11-2021,Marketing Managers,detailed,16290,48
30883,11-2022,Sales Managers,detailed,30420,48
30884,11-2030,Public Relations and Fundraising Managers,detailed,5500,48
30885,11-3010,Administrative Services and Facilities Managers,detailed,29720,48
30886,11-3021,Computer and Information Systems Managers,detailed,26980,48
30887,11-3031,Financial Managers,detailed,46710,48
30888,11-3051,Industrial Production Managers,detailed,13440,48
30889,11-3061,Purchasing Managers,detailed,6150,48
30890,11-3071,"Transportation, Storage, and Distribution Managers",detailed,13030,48
30891,11-3111,Compensation and Benefits Managers,detailed,1410,48
30892,11-3121,Human Resources Managers,detailed,10260,48
30893,11-3131,Training and Development Managers,detailed,2310,48
30894,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,470,48
30895,11-9021,Construction Managers,detailed,34560,48
30896,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,3580,48
30897,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,29960,48
30898,11-9033,"Education Administrators, Postsecondary",detailed,10380,48
30899,11-9039,"Education Administrators, All Other",detailed,2120,48
30900,11-9041,Architectural and Engineering Managers,detailed,14500,48
30901,11-9051,Food Service Managers,detailed,15690,48
30902,11-9071,Gambling Managers,detailed,40,48
30903,11-9081,Lodging Managers,detailed,3560,48
30904,11-9111,Medical and Health Services Managers,detailed,33320,48
30905,11-9121,Natural Sciences Managers,detailed,2880,48
30906,11-9131,Postmasters and Mail Superintendents,detailed,810,48
30907,11-9141,"Property, Real Estate, and Community Association Managers",detailed,20320,48
30908,11-9151,Social and Community Service Managers,detailed,6710,48
30909,11-9161,Emergency Management Directors,detailed,680,48
30910,11-9171,Funeral Home Managers,detailed,610,48
30911,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,25630,48
30912,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,660,48
30913,13-1020,Buyers and Purchasing Agents,detailed,37660,48
30914,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,22390,48
30915,13-1032,"Insurance Appraisers, Auto Damage",detailed,1560,48
30916,13-1041,Compliance Officers,detailed,27130,48
30917,13-1051,Cost Estimators,detailed,17380,48
30918,13-1071,Human Resources Specialists,detailed,49190,48
30919,13-1075,Labor Relations Specialists,detailed,2500,48
30920,13-1081,Logisticians,detailed,15710,48
30921,13-1111,Management Analysts,detailed,39880,48
30922,13-1121,"Meeting, Convention, and Event Planners",detailed,7960,48
30923,13-1131,Fundraisers,detailed,4380,48
30924,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,6840,48
30925,13-1151,Training and Development Specialists,detailed,27110,48
30926,13-1161,Market Research Analysts and Marketing Specialists,detailed,35030,48
30927,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,117990,48
30928,13-2011,Accountants and Auditors,detailed,114410,48
30929,13-2020,Property Appraisers and Assessors,detailed,4600,48
30930,13-2031,Budget Analysts,detailed,3980,48
30931,13-2041,Credit Analysts,detailed,6830,48
30932,13-2052,Personal Financial Advisors,detailed,12800,48
30933,13-2053,Insurance Underwriters,detailed,7330,48
30934,13-2061,Financial Examiners,detailed,5810,48
30935,13-2071,Credit Counselors,detailed,2360,48
30936,13-2072,Loan Officers,detailed,22410,48
30937,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,3720,48
30938,13-2082,Tax Preparers,detailed,5060,48
