,occ_code,occ_title,o_group,tot_emp,area
1251,11-0000,Management Occupations,major,169170,24
1252,13-0000,Business and Financial Operations Occupations,major,176770,24
1253,15-0000,Computer and Mathematical Occupations,major,133600,24
1254,17-0000,Architecture and Engineering Occupations,major,59750,24
1255,19-0000,"Life, Physical, and Social Science Occupations",major,43350,24
1256,21-0000,Community and Social Service Occupations,major,43910,24
1257,23-0000,Legal Occupations,major,25440,24
1258,25-0000,Educational Instruction and Library Occupations,major,177330,24
1259,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,32820,24
1260,29-0000,Healthcare Practitioners and Technical Occupations,major,169210,24
1261,31-0000,Healthcare Support Occupations,major,97740,24
1262,33-0000,Protective Service Occupations,major,73260,24
1263,35-0000,Food Preparation and Serving Related Occupations,major,221750,24
1264,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,86510,24
1265,39-0000,Personal Care and Service Occupations,major,76990,24
1266,41-0000,Sales and Related Occupations,major,262540,24
1267,43-0000,Office and Administrative Support Occupations,major,335790,24
1268,45-0000,"Farming, Fishing, and Forestry Occupations",major,3320,24
1269,47-0000,Construction and Extraction Occupations,major,120930,24
1270,49-0000,"Installation, Maintenance, and Repair Occupations",major,103700,24
1271,51-0000,Production Occupations,major,80350,24
1272,53-0000,Transportation and Material Moving Occupations,major,206760,24
15244,11-1011,Chief Executives,detailed,**,24
15245,11-1021,General and Operations Managers,detailed,47870,24
15246,11-1031,Legislators,detailed,650,24
15247,11-2011,Advertising and Promotions Managers,detailed,550,24
15248,11-2021,Marketing Managers,detailed,4580,24
15249,11-2022,Sales Managers,detailed,6780,24
15250,11-2030,Public Relations and Fundraising Managers,detailed,1810,24
15251,11-3010,Administrative Services and Facilities Managers,detailed,5720,24
15252,11-3021,Computer and Information Systems Managers,detailed,11730,24
15253,11-3031,Financial Managers,detailed,12840,24
15254,11-3051,Industrial Production Managers,detailed,1650,24
15255,11-3061,Purchasing Managers,detailed,1790,24
15256,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2370,24
15257,11-3111,Compensation and Benefits Managers,detailed,400,24
15258,11-3121,Human Resources Managers,detailed,2740,24
15259,11-3131,Training and Development Managers,detailed,1340,24
15260,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,40,24
15261,11-9021,Construction Managers,detailed,6610,24
15262,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,970,24
15263,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4680,24
15264,11-9033,"Education Administrators, Postsecondary",detailed,**,24
15265,11-9039,"Education Administrators, All Other",detailed,2550,24
15266,11-9041,Architectural and Engineering Managers,detailed,5100,24
15267,11-9051,Food Service Managers,detailed,2700,24
15268,11-9071,Gambling Managers,detailed,90,24
15269,11-9081,Lodging Managers,detailed,390,24
15270,11-9111,Medical and Health Services Managers,detailed,10890,24
15271,11-9121,Natural Sciences Managers,detailed,3620,24
15272,11-9131,Postmasters and Mail Superintendents,detailed,230,24
15273,11-9141,"Property, Real Estate, and Community Association Managers",detailed,5170,24
15274,11-9151,Social and Community Service Managers,detailed,3290,24
15275,11-9161,Emergency Management Directors,detailed,150,24
15276,11-9171,Funeral Home Managers,detailed,170,24
15277,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,14510,24
15278,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,180,24
15279,13-1020,Buyers and Purchasing Agents,detailed,9080,24
15280,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,5490,24
15281,13-1032,"Insurance Appraisers, Auto Damage",detailed,260,24
15282,13-1041,Compliance Officers,detailed,7850,24
15283,13-1051,Cost Estimators,detailed,4290,24
15284,13-1071,Human Resources Specialists,detailed,13270,24
15285,13-1075,Labor Relations Specialists,detailed,1200,24
15286,13-1081,Logisticians,detailed,5530,24
15287,13-1111,Management Analysts,detailed,19600,24
15288,13-1121,"Meeting, Convention, and Event Planners",detailed,2690,24
15289,13-1131,Fundraisers,detailed,1610,24
15290,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2060,24
15291,13-1151,Training and Development Specialists,detailed,7920,24
15292,13-1161,Market Research Analysts and Marketing Specialists,detailed,11210,24
15293,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,29930,24
15294,13-2011,Accountants and Auditors,detailed,24540,24
15295,13-2020,Property Appraisers and Assessors,detailed,1060,24
15296,13-2031,Budget Analysts,detailed,2200,24
15297,13-2052,Personal Financial Advisors,detailed,4330,24
15298,13-2053,Insurance Underwriters,detailed,1200,24
15299,13-2061,Financial Examiners,detailed,920,24
15300,13-2071,Credit Counselors,detailed,550,24
15301,13-2072,Loan Officers,detailed,4830,24
15302,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,560,24
15303,13-2082,Tax Preparers,detailed,1760,24
15304,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,11250,24
15305,15-1211,Computer Systems Analysts,detailed,17760,24
15306,15-1212,Information Security Analysts,detailed,5860,24
15307,15-1221,Computer and Information Research Scientists,detailed,2790,24
15308,15-1231,Computer Network Support Specialists,detailed,8530,24
15309,15-1232,Computer User Support Specialists,detailed,11260,24
15310,15-1241,Computer Network Architects,detailed,6360,24
15311,15-1244,Network and Computer Systems Administrators,detailed,14850,24
15312,15-1245,Database Administrators and Architects,detailed,3640,24
15313,15-1251,Computer Programmers,detailed,5610,24
15314,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,29710,24
15315,15-1257,Web Developers and Digital Interface Designers,detailed,3480,24
15316,15-1299,"Computer Occupations, All Other",detailed,14940,24
15317,15-2011,Actuaries,detailed,540,24
15318,15-2021,Mathematicians,detailed,180,24
15319,15-2031,Operations Research Analysts,detailed,3980,24
15320,15-2041,Statisticians,detailed,3020,24
15321,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,1090,24
15322,17-1011,"Architects, Except Landscape and Naval",detailed,2330,24
15323,17-1012,Landscape Architects,detailed,500,24
15324,17-1021,Cartographers and Photogrammetrists,detailed,360,24
15325,17-1022,Surveyors,detailed,1000,24
15326,17-2011,Aerospace Engineers,detailed,2810,24
15327,17-2031,Bioengineers and Biomedical Engineers,detailed,740,24
15328,17-2041,Chemical Engineers,detailed,850,24
