,occ_code,occ_title,o_group,tot_emp,area
1691,11-0000,Management Occupations,major,93530,45
1692,13-0000,Business and Financial Operations Occupations,major,82210,45
1693,15-0000,Computer and Mathematical Occupations,major,43570,45
1694,17-0000,Architecture and Engineering Occupations,major,42300,45
1695,19-0000,"Life, Physical, and Social Science Occupations",major,11440,45
1696,21-0000,Community and Social Service Occupations,major,26890,45
1697,23-0000,Legal Occupations,major,13750,45
1698,25-0000,Educational Instruction and Library Occupations,major,111850,45
1699,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,19520,45
1700,29-0000,Healthcare Practitioners and Technical Occupations,major,128110,45
1701,31-0000,Healthcare Support Occupations,major,76040,45
1702,33-0000,Protective Service Occupations,major,48290,45
1703,35-0000,Food Preparation and Serving Related Occupations,major,216890,45
1704,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,70280,45
1705,39-0000,Personal Care and Service Occupations,major,43620,45
1706,41-0000,Sales and Related Occupations,major,228040,45
1707,43-0000,Office and Administrative Support Occupations,major,276980,45
1708,45-0000,"Farming, Fishing, and Forestry Occupations",major,3990,45
1709,47-0000,Construction and Extraction Occupations,major,84910,45
1710,49-0000,"Installation, Maintenance, and Repair Occupations",major,95290,45
1711,51-0000,Production Occupations,major,198450,45
1712,53-0000,Transportation and Material Moving Occupations,major,191820,45
28917,11-1011,Chief Executives,detailed,3210,45
28918,11-1021,General and Operations Managers,detailed,33130,45
28919,11-1031,Legislators,detailed,740,45
28920,11-2011,Advertising and Promotions Managers,detailed,150,45
28921,11-2021,Marketing Managers,detailed,1980,45
28922,11-2022,Sales Managers,detailed,3550,45
28923,11-2030,Public Relations and Fundraising Managers,detailed,600,45
28924,11-3010,Administrative Services and Facilities Managers,detailed,4620,45
28925,11-3021,Computer and Information Systems Managers,detailed,3460,45
28926,11-3031,Financial Managers,detailed,5860,45
28927,11-3051,Industrial Production Managers,detailed,2940,45
28928,11-3061,Purchasing Managers,detailed,830,45
28929,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1250,45
28930,11-3111,Compensation and Benefits Managers,detailed,160,45
28931,11-3121,Human Resources Managers,detailed,1890,45
28932,11-3131,Training and Development Managers,detailed,750,45
28933,11-9021,Construction Managers,detailed,3430,45
28934,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,510,45
28935,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4150,45
28936,11-9033,"Education Administrators, Postsecondary",detailed,2440,45
28937,11-9039,"Education Administrators, All Other",detailed,210,45
28938,11-9041,Architectural and Engineering Managers,detailed,2890,45
28939,11-9051,Food Service Managers,detailed,3250,45
28940,11-9081,Lodging Managers,detailed,690,45
28941,11-9111,Medical and Health Services Managers,detailed,5770,45
28942,11-9121,Natural Sciences Managers,detailed,560,45
28943,11-9131,Postmasters and Mail Superintendents,detailed,210,45
28944,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1800,45
28945,11-9151,Social and Community Service Managers,detailed,950,45
28946,11-9161,Emergency Management Directors,detailed,240,45
28947,11-9171,Funeral Home Managers,detailed,190,45
28948,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,1100,45
28949,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,130,45
28950,13-1020,Buyers and Purchasing Agents,detailed,4300,45
28951,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,2260,45
28952,13-1041,Compliance Officers,detailed,3830,45
28953,13-1051,Cost Estimators,detailed,2350,45
28954,13-1071,Human Resources Specialists,detailed,7770,45
28955,13-1075,Labor Relations Specialists,detailed,330,45
28956,13-1081,Logisticians,detailed,2910,45
28957,13-1111,Management Analysts,detailed,10170,45
28958,13-1121,"Meeting, Convention, and Event Planners",detailed,1310,45
28959,13-1131,Fundraisers,detailed,510,45
28960,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1000,45
28961,13-1151,Training and Development Specialists,detailed,4740,45
28962,13-1161,Market Research Analysts and Marketing Specialists,detailed,6770,45
28963,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,3700,45
28964,13-2011,Accountants and Auditors,detailed,15980,45
28965,13-2020,Property Appraisers and Assessors,detailed,690,45
28966,13-2031,Budget Analysts,detailed,390,45
28967,13-2041,Credit Analysts,detailed,990,45
28968,13-2052,Personal Financial Advisors,detailed,1930,45
28969,13-2053,Insurance Underwriters,detailed,850,45
28970,13-2061,Financial Examiners,detailed,490,45
28971,13-2071,Credit Counselors,detailed,370,45
28972,13-2072,Loan Officers,detailed,4190,45
28973,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,280,45
28974,13-2082,Tax Preparers,detailed,1100,45
28975,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,2870,45
28976,15-1211,Computer Systems Analysts,detailed,7650,45
28977,15-1212,Information Security Analysts,detailed,1630,45
28978,15-1221,Computer and Information Research Scientists,detailed,400,45
28979,15-1231,Computer Network Support Specialists,detailed,2250,45
28980,15-1232,Computer User Support Specialists,detailed,8240,45
28981,15-1241,Computer Network Architects,detailed,1010,45
28982,15-1244,Network and Computer Systems Administrators,detailed,6100,45
28983,15-1245,Database Administrators and Architects,detailed,920,45
28984,15-1251,Computer Programmers,detailed,2850,45
28985,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,7790,45
28986,15-1257,Web Developers and Digital Interface Designers,detailed,1540,45
28987,15-1299,"Computer Occupations, All Other",detailed,1960,45
28988,15-2011,Actuaries,detailed,60,45
28989,15-2031,Operations Research Analysts,detailed,880,45
28990,15-2041,Statisticians,detailed,260,45
28991,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,40,45
28992,17-1011,"Architects, Except Landscape and Naval",detailed,840,45
28993,17-1012,Landscape Architects,detailed,380,45
28994,17-1021,Cartographers and Photogrammetrists,detailed,380,45
28995,17-1022,Surveyors,detailed,870,45
28996,17-2031,Bioengineers and Biomedical Engineers,detailed,170,45
28997,17-2041,Chemical Engineers,detailed,550,45
28998,17-2051,Civil Engineers,detailed,5750,45
28999,17-2061,Computer Hardware Engineers,detailed,490,45
29000,17-2071,Electrical Engineers,detailed,2250,45
29001,17-2072,"Electronics Engineers, Except Computer",detailed,1490,45
29002,17-2081,Environmental Engineers,detailed,1060,45
29003,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,530,45
29004,17-2112,Industrial Engineers,detailed,7490,45
29005,17-2131,Materials Engineers,detailed,780,45
29006,17-2141,Mechanical Engineers,detailed,5890,45
29007,17-2161,Nuclear Engineers,detailed,1580,45
29008,17-2199,"Engineers, All Other",detailed,630,45
29009,17-3011,Architectural and Civil Drafters,detailed,1300,45
29010,17-3012,Electrical and Electronics Drafters,detailed,330,45
29011,17-3013,Mechanical Drafters,detailed,750,45
29012,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,50,45
29013,17-3022,Civil Engineering Technologists and Technicians,detailed,990,45
29014,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1400,45
29015,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,200,45
29016,17-3025,Environmental Engineering Technologists and Technicians,detailed,140,45
29017,17-3026,Industrial Engineering Technologists and Technicians,detailed,2040,45
