,occ_code,occ_title,o_group,tot_emp,area
1911,11-0000,Management Occupations,major,12560,56
1912,13-0000,Business and Financial Operations Occupations,major,9170,56
1913,15-0000,Computer and Mathematical Occupations,major,3170,56
1914,17-0000,Architecture and Engineering Occupations,major,4490,56
1915,19-0000,"Life, Physical, and Social Science Occupations",major,4150,56
1916,21-0000,Community and Social Service Occupations,major,3970,56
1917,23-0000,Legal Occupations,major,1740,56
1918,25-0000,Educational Instruction and Library Occupations,major,19580,56
1919,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2780,56
1920,29-0000,Healthcare Practitioners and Technical Occupations,major,14390,56
1921,31-0000,Healthcare Support Occupations,major,9430,56
1922,33-0000,Protective Service Occupations,major,5970,56
1923,35-0000,Food Preparation and Serving Related Occupations,major,25320,56
1924,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,10950,56
1925,39-0000,Personal Care and Service Occupations,major,5350,56
1926,41-0000,Sales and Related Occupations,major,23270,56
1927,43-0000,Office and Administrative Support Occupations,major,30650,56
1928,45-0000,"Farming, Fishing, and Forestry Occupations",major,660,56
1929,47-0000,Construction and Extraction Occupations,major,28600,56
1930,49-0000,"Installation, Maintenance, and Repair Occupations",major,18110,56
1931,51-0000,Production Occupations,major,13300,56
1932,53-0000,Transportation and Material Moving Occupations,major,25730,56
35671,11-1011,Chief Executives,detailed,120,56
35672,11-1021,General and Operations Managers,detailed,4990,56
35673,11-1031,Legislators,detailed,60,56
35674,11-2021,Marketing Managers,detailed,60,56
35675,11-2022,Sales Managers,detailed,220,56
35676,11-3010,Administrative Services and Facilities Managers,detailed,170,56
35677,11-3021,Computer and Information Systems Managers,detailed,200,56
35678,11-3031,Financial Managers,detailed,710,56
35679,11-3051,Industrial Production Managers,detailed,440,56
35680,11-3061,Purchasing Managers,detailed,30,56
35681,11-3071,"Transportation, Storage, and Distribution Managers",detailed,220,56
35682,11-3121,Human Resources Managers,detailed,160,56
35683,11-9021,Construction Managers,detailed,680,56
35684,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,130,56
35685,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,400,56
35686,11-9033,"Education Administrators, Postsecondary",detailed,130,56
35687,11-9039,"Education Administrators, All Other",detailed,80,56
35688,11-9041,Architectural and Engineering Managers,detailed,180,56
35689,11-9051,Food Service Managers,detailed,480,56
35690,11-9081,Lodging Managers,detailed,400,56
35691,11-9111,Medical and Health Services Managers,detailed,850,56
35692,11-9121,Natural Sciences Managers,detailed,150,56
35693,11-9131,Postmasters and Mail Superintendents,detailed,80,56
35694,11-9141,"Property, Real Estate, and Community Association Managers",detailed,390,56
35695,11-9151,Social and Community Service Managers,detailed,340,56
35696,11-9161,Emergency Management Directors,detailed,40,56
