,occ_code,occ_title,o_group,tot_emp,area
1449,11-0000,Management Occupations,major,40990,33
1450,13-0000,Business and Financial Operations Occupations,major,31700,33
1451,15-0000,Computer and Mathematical Occupations,major,22920,33
1452,17-0000,Architecture and Engineering Occupations,major,14150,33
1453,19-0000,"Life, Physical, and Social Science Occupations",major,4850,33
1454,21-0000,Community and Social Service Occupations,major,9520,33
1455,23-0000,Legal Occupations,major,3360,33
1456,25-0000,Educational Instruction and Library Occupations,major,42960,33
1457,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7180,33
1458,29-0000,Healthcare Practitioners and Technical Occupations,major,40290,33
1459,31-0000,Healthcare Support Occupations,major,24320,33
1460,33-0000,Protective Service Occupations,major,11980,33
1461,35-0000,Food Preparation and Serving Related Occupations,major,58310,33
1462,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,21860,33
1463,39-0000,Personal Care and Service Occupations,major,14700,33
1464,41-0000,Sales and Related Occupations,major,76470,33
1465,43-0000,Office and Administrative Support Occupations,major,93790,33
1466,45-0000,"Farming, Fishing, and Forestry Occupations",major,810,33
1467,47-0000,Construction and Extraction Occupations,major,22600,33
1468,49-0000,"Installation, Maintenance, and Repair Occupations",major,24500,33
1469,51-0000,Production Occupations,major,44000,33
1470,53-0000,Transportation and Material Moving Occupations,major,49270,33
21438,11-1011,Chief Executives,detailed,680,33
21439,11-1021,General and Operations Managers,detailed,13380,33
21440,11-1031,Legislators,detailed,210,33
21441,11-2011,Advertising and Promotions Managers,detailed,50,33
21442,11-2021,Marketing Managers,detailed,1220,33
21443,11-2022,Sales Managers,detailed,1660,33
21444,11-2030,Public Relations and Fundraising Managers,detailed,670,33
21445,11-3010,Administrative Services and Facilities Managers,detailed,1050,33
21446,11-3021,Computer and Information Systems Managers,detailed,2730,33
21447,11-3031,Financial Managers,detailed,3890,33
21448,11-3051,Industrial Production Managers,detailed,1190,33
21449,11-3061,Purchasing Managers,detailed,520,33
21450,11-3071,"Transportation, Storage, and Distribution Managers",detailed,590,33
21451,11-3111,Compensation and Benefits Managers,detailed,90,33
21452,11-3121,Human Resources Managers,detailed,700,33
21453,11-3131,Training and Development Managers,detailed,240,33
21454,11-9021,Construction Managers,detailed,1260,33
21455,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,430,33
21456,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1380,33
21457,11-9033,"Education Administrators, Postsecondary",detailed,**,33
21458,11-9039,"Education Administrators, All Other",detailed,70,33
21459,11-9041,Architectural and Engineering Managers,detailed,1550,33
21460,11-9051,Food Service Managers,detailed,1130,33
21461,11-9081,Lodging Managers,detailed,210,33
21462,11-9111,Medical and Health Services Managers,detailed,2170,33
21463,11-9121,Natural Sciences Managers,detailed,230,33
21464,11-9131,Postmasters and Mail Superintendents,detailed,170,33
21465,11-9141,"Property, Real Estate, and Community Association Managers",detailed,670,33
21466,11-9151,Social and Community Service Managers,detailed,830,33
21467,11-9161,Emergency Management Directors,detailed,70,33
21468,11-9171,Funeral Home Managers,detailed,30,33
