,occ_code,occ_title,o_group,tot_emp,area
1185,11-0000,Management Occupations,major,88720,21
1186,13-0000,Business and Financial Operations Occupations,major,80210,21
1187,15-0000,Computer and Mathematical Occupations,major,34220,21
1188,17-0000,Architecture and Engineering Occupations,major,28660,21
1189,19-0000,"Life, Physical, and Social Science Occupations",major,10990,21
1190,21-0000,Community and Social Service Occupations,major,27850,21
1191,23-0000,Legal Occupations,major,10500,21
1192,25-0000,Educational Instruction and Library Occupations,major,97710,21
1193,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16340,21
1194,29-0000,Healthcare Practitioners and Technical Occupations,major,122100,21
1195,31-0000,Healthcare Support Occupations,major,71560,21
1196,33-0000,Protective Service Occupations,major,40160,21
1197,35-0000,Food Preparation and Serving Related Occupations,major,176980,21
1198,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,50150,21
1199,39-0000,Personal Care and Service Occupations,major,40220,21
1200,41-0000,Sales and Related Occupations,major,174410,21
1201,43-0000,Office and Administrative Support Occupations,major,257130,21
1202,45-0000,"Farming, Fishing, and Forestry Occupations",major,4020,21
1203,47-0000,Construction and Extraction Occupations,major,70790,21
1204,49-0000,"Installation, Maintenance, and Repair Occupations",major,88630,21
1205,51-0000,Production Occupations,major,189220,21
1206,53-0000,Transportation and Material Moving Occupations,major,216310,21
13235,11-1011,Chief Executives,detailed,2980,21
13236,11-1021,General and Operations Managers,detailed,31650,21
13237,11-2011,Advertising and Promotions Managers,detailed,160,21
13238,11-2021,Marketing Managers,detailed,1750,21
13239,11-2022,Sales Managers,detailed,3240,21
13240,11-2030,Public Relations and Fundraising Managers,detailed,570,21
13241,11-3010,Administrative Services and Facilities Managers,detailed,3110,21
13242,11-3021,Computer and Information Systems Managers,detailed,2920,21
13243,11-3031,Financial Managers,detailed,6120,21
13244,11-3051,Industrial Production Managers,detailed,3570,21
13245,11-3061,Purchasing Managers,detailed,850,21
13246,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1740,21
13247,11-3111,Compensation and Benefits Managers,detailed,110,21
13248,11-3121,Human Resources Managers,detailed,1390,21
13249,11-3131,Training and Development Managers,detailed,460,21
13250,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,80,21
13251,11-9021,Construction Managers,detailed,1770,21
13252,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,510,21
13253,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4300,21
13254,11-9033,"Education Administrators, Postsecondary",detailed,2110,21
13255,11-9039,"Education Administrators, All Other",detailed,710,21
13256,11-9041,Architectural and Engineering Managers,detailed,1710,21
13257,11-9051,Food Service Managers,detailed,2820,21
13258,11-9081,Lodging Managers,detailed,240,21
13259,11-9111,Medical and Health Services Managers,detailed,5340,21
13260,11-9121,Natural Sciences Managers,detailed,240,21
13261,11-9131,Postmasters and Mail Superintendents,detailed,240,21
13262,11-9141,"Property, Real Estate, and Community Association Managers",detailed,2220,21
13263,11-9151,Social and Community Service Managers,detailed,1930,21
13264,11-9161,Emergency Management Directors,detailed,150,21
13265,11-9171,Funeral Home Managers,detailed,280,21
13266,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,3410,21
13267,13-1020,Buyers and Purchasing Agents,detailed,4900,21
13268,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,2590,21
13269,13-1041,Compliance Officers,detailed,2890,21
13270,13-1051,Cost Estimators,detailed,2040,21
13271,13-1071,Human Resources Specialists,detailed,7760,21
13272,13-1075,Labor Relations Specialists,detailed,1440,21
13273,13-1081,Logisticians,detailed,1840,21
13274,13-1111,Management Analysts,detailed,5390,21
13275,13-1121,"Meeting, Convention, and Event Planners",detailed,830,21
13276,13-1131,Fundraisers,detailed,470,21
13277,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,710,21
13278,13-1151,Training and Development Specialists,detailed,3310,21
13279,13-1161,Market Research Analysts and Marketing Specialists,detailed,5350,21
13280,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,11760,21
13281,13-2011,Accountants and Auditors,detailed,12080,21
13282,13-2020,Property Appraisers and Assessors,detailed,300,21
13283,13-2031,Budget Analysts,detailed,820,21
13284,13-2041,Credit Analysts,detailed,790,21
13285,13-2052,Personal Financial Advisors,detailed,1800,21
13286,13-2053,Insurance Underwriters,detailed,640,21
13287,13-2061,Financial Examiners,detailed,500,21
13288,13-2071,Credit Counselors,detailed,290,21
13289,13-2072,Loan Officers,detailed,5640,21
13290,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1510,21
13291,13-2082,Tax Preparers,detailed,1250,21
13292,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,3290,21
13293,15-1211,Computer Systems Analysts,detailed,4600,21
13294,15-1212,Information Security Analysts,detailed,900,21
13295,15-1231,Computer Network Support Specialists,detailed,2040,21
13296,15-1232,Computer User Support Specialists,detailed,6260,21
13297,15-1241,Computer Network Architects,detailed,890,21
13298,15-1244,Network and Computer Systems Administrators,detailed,3470,21
13299,15-1245,Database Administrators and Architects,detailed,940,21
13300,15-1251,Computer Programmers,detailed,1140,21
13301,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,8410,21
