,occ_code,occ_title,o_group,tot_emp,area
1779,11-0000,Management Occupations,major,108630,49
1780,13-0000,Business and Financial Operations Occupations,major,87320,49
1781,15-0000,Computer and Mathematical Occupations,major,57360,49
1782,17-0000,Architecture and Engineering Occupations,major,29510,49
1783,19-0000,"Life, Physical, and Social Science Occupations",major,13700,49
1784,21-0000,Community and Social Service Occupations,major,20880,49
1785,23-0000,Legal Occupations,major,10240,49
1786,25-0000,Educational Instruction and Library Occupations,major,92440,49
1787,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,23580,49
1788,29-0000,Healthcare Practitioners and Technical Occupations,major,68350,49
1789,31-0000,Healthcare Support Occupations,major,46750,49
1790,33-0000,Protective Service Occupations,major,23540,49
1791,35-0000,Food Preparation and Serving Related Occupations,major,112750,49
1792,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,44500,49
1793,39-0000,Personal Care and Service Occupations,major,36360,49
1794,41-0000,Sales and Related Occupations,major,145780,49
1795,43-0000,Office and Administrative Support Occupations,major,216480,49
1796,45-0000,"Farming, Fishing, and Forestry Occupations",major,1030,49
1797,47-0000,Construction and Extraction Occupations,major,92340,49
1798,49-0000,"Installation, Maintenance, and Repair Occupations",major,55590,49
1799,51-0000,Production Occupations,major,99930,49
1800,53-0000,Transportation and Material Moving Occupations,major,117010,49
31649,11-1011,Chief Executives,detailed,4680,49
31650,11-1021,General and Operations Managers,detailed,47380,49
31651,11-1031,Legislators,detailed,590,49
31652,11-2011,Advertising and Promotions Managers,detailed,100,49
31653,11-2021,Marketing Managers,detailed,3140,49
31654,11-2022,Sales Managers,detailed,5000,49
31655,11-2030,Public Relations and Fundraising Managers,detailed,720,49
31656,11-3010,Administrative Services and Facilities Managers,detailed,2880,49
31657,11-3021,Computer and Information Systems Managers,detailed,5160,49
31658,11-3031,Financial Managers,detailed,7940,49
31659,11-3051,Industrial Production Managers,detailed,1670,49
31660,11-3061,Purchasing Managers,detailed,470,49
31661,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1600,49
31662,11-3111,Compensation and Benefits Managers,detailed,200,49
31663,11-3121,Human Resources Managers,detailed,1610,49
31664,11-3131,Training and Development Managers,detailed,620,49
31665,11-9021,Construction Managers,detailed,2800,49
31666,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,140,49
31667,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2170,49
31668,11-9033,"Education Administrators, Postsecondary",detailed,1580,49
31669,11-9039,"Education Administrators, All Other",detailed,410,49
31670,11-9041,Architectural and Engineering Managers,detailed,2000,49
31671,11-9051,Food Service Managers,detailed,1840,49
31672,11-9081,Lodging Managers,detailed,330,49
31673,11-9111,Medical and Health Services Managers,detailed,3800,49
31674,11-9121,Natural Sciences Managers,detailed,930,49
31675,11-9131,Postmasters and Mail Superintendents,detailed,110,49
31676,11-9141,"Property, Real Estate, and Community Association Managers",detailed,2960,49
31677,11-9151,Social and Community Service Managers,detailed,1110,49
31678,11-9161,Emergency Management Directors,detailed,110,49
31679,11-9171,Funeral Home Managers,detailed,90,49
31680,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,**,49
31681,13-1020,Buyers and Purchasing Agents,detailed,4240,49
31682,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1780,49
31683,13-1032,"Insurance Appraisers, Auto Damage",detailed,**,49
31684,13-1041,Compliance Officers,detailed,3090,49
31685,13-1051,Cost Estimators,detailed,2690,49
31686,13-1071,Human Resources Specialists,detailed,6660,49
31687,13-1075,Labor Relations Specialists,detailed,270,49
31688,13-1081,Logisticians,detailed,2440,49
31689,13-1111,Management Analysts,detailed,4330,49
31690,13-1121,"Meeting, Convention, and Event Planners",detailed,1410,49
31691,13-1131,Fundraisers,detailed,460,49
31692,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,720,49
31693,13-1151,Training and Development Specialists,detailed,5070,49
31694,13-1161,Market Research Analysts and Marketing Specialists,detailed,8370,49
31695,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,15350,49
31696,13-2011,Accountants and Auditors,detailed,10250,49
31697,13-2020,Property Appraisers and Assessors,detailed,740,49
31698,13-2031,Budget Analysts,detailed,390,49
31699,13-2041,Credit Analysts,detailed,620,49
31700,13-2052,Personal Financial Advisors,detailed,2510,49
31701,13-2053,Insurance Underwriters,detailed,610,49
31702,13-2061,Financial Examiners,detailed,610,49
31703,13-2071,Credit Counselors,detailed,670,49
31704,13-2072,Loan Officers,detailed,6000,49
31705,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1910,49
31706,13-2082,Tax Preparers,detailed,840,49
31707,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,5150,49
31708,15-1211,Computer Systems Analysts,detailed,3650,49
31709,15-1212,Information Security Analysts,detailed,930,49
31710,15-1221,Computer and Information Research Scientists,detailed,810,49
31711,15-1231,Computer Network Support Specialists,detailed,1590,49
31712,15-1232,Computer User Support Specialists,detailed,10230,49
31713,15-1241,Computer Network Architects,detailed,960,49
31714,15-1244,Network and Computer Systems Administrators,detailed,3740,49
31715,15-1245,Database Administrators and Architects,detailed,1800,49
31716,15-1251,Computer Programmers,detailed,2630,49
