,occ_code,occ_title,o_group,tot_emp,area
1823,11-0000,Management Occupations,major,186600,51
1824,13-0000,Business and Financial Operations Occupations,major,283820,51
1825,15-0000,Computer and Mathematical Occupations,major,215480,51
1826,17-0000,Architecture and Engineering Occupations,major,77800,51
1827,19-0000,"Life, Physical, and Social Science Occupations",major,35660,51
1828,21-0000,Community and Social Service Occupations,major,58510,51
1829,23-0000,Legal Occupations,major,36450,51
1830,25-0000,Educational Instruction and Library Occupations,major,247050,51
1831,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,50020,51
1832,29-0000,Healthcare Practitioners and Technical Occupations,major,214200,51
1833,31-0000,Healthcare Support Occupations,major,137930,51
1834,33-0000,Protective Service Occupations,major,106920,51
1835,35-0000,Food Preparation and Serving Related Occupations,major,330280,51
1836,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,124470,51
1837,39-0000,Personal Care and Service Occupations,major,90560,51
1838,41-0000,Sales and Related Occupations,major,385790,51
1839,43-0000,Office and Administrative Support Occupations,major,485170,51
1840,45-0000,"Farming, Fishing, and Forestry Occupations",major,5370,51
1841,47-0000,Construction and Extraction Occupations,major,167520,51
1842,49-0000,"Installation, Maintenance, and Repair Occupations",major,158590,51
1843,51-0000,Production Occupations,major,180930,51
1844,53-0000,Transportation and Material Moving Occupations,major,299650,51
32869,11-1011,Chief Executives,detailed,6440,51
32870,11-1021,General and Operations Managers,detailed,58150,51
32871,11-1031,Legislators,detailed,450,51
32872,11-2011,Advertising and Promotions Managers,detailed,**,51
32873,11-2021,Marketing Managers,detailed,5150,51
32874,11-2022,Sales Managers,detailed,6150,51
32875,11-2030,Public Relations and Fundraising Managers,detailed,**,51
32876,11-3010,Administrative Services and Facilities Managers,detailed,4370,51
32877,11-3021,Computer and Information Systems Managers,detailed,14680,51
32878,11-3031,Financial Managers,detailed,16250,51
32879,11-3051,Industrial Production Managers,detailed,2440,51
32880,11-3061,Purchasing Managers,detailed,2680,51
32881,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2310,51
32882,11-3111,Compensation and Benefits Managers,detailed,310,51
32883,11-3121,Human Resources Managers,detailed,4060,51
32884,11-3131,Training and Development Managers,detailed,1040,51
32885,11-9021,Construction Managers,detailed,5790,51
32886,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,1040,51
32887,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,7180,51
32888,11-9033,"Education Administrators, Postsecondary",detailed,2780,51
32889,11-9039,"Education Administrators, All Other",detailed,1250,51
32890,11-9041,Architectural and Engineering Managers,detailed,4110,51
32891,11-9051,Food Service Managers,detailed,3690,51
32892,11-9081,Lodging Managers,detailed,830,51
32893,11-9111,Medical and Health Services Managers,detailed,7740,51
32894,11-9121,Natural Sciences Managers,detailed,1270,51
32895,11-9131,Postmasters and Mail Superintendents,detailed,370,51
32896,11-9141,"Property, Real Estate, and Community Association Managers",detailed,2610,51
32897,11-9151,Social and Community Service Managers,detailed,2730,51
32898,11-9161,Emergency Management Directors,detailed,290,51
32899,11-9171,Funeral Home Managers,detailed,150,51
32900,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,17990,51
32901,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,140,51
32902,13-1020,Buyers and Purchasing Agents,detailed,15850,51
32903,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,4240,51
32904,13-1032,"Insurance Appraisers, Auto Damage",detailed,270,51
32905,13-1041,Compliance Officers,detailed,9330,51
32906,13-1051,Cost Estimators,detailed,8720,51
32907,13-1071,Human Resources Specialists,detailed,21900,51
32908,13-1075,Labor Relations Specialists,detailed,1240,51
32909,13-1081,Logisticians,detailed,7850,51
32910,13-1111,Management Analysts,detailed,47320,51
32911,13-1121,"Meeting, Convention, and Event Planners",detailed,4130,51
32912,13-1131,Fundraisers,detailed,2920,51
32913,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2380,51
32914,13-1151,Training and Development Specialists,detailed,13610,51
32915,13-1161,Market Research Analysts and Marketing Specialists,detailed,21320,51
32916,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,36920,51
32917,13-2011,Accountants and Auditors,detailed,42200,51
32918,13-2020,Property Appraisers and Assessors,detailed,1350,51
32919,13-2031,Budget Analysts,detailed,3370,51
32920,13-2041,Credit Analysts,detailed,2270,51
32921,13-2052,Personal Financial Advisors,detailed,4500,51
32922,13-2053,Insurance Underwriters,detailed,2050,51
32923,13-2061,Financial Examiners,detailed,1640,51
32924,13-2071,Credit Counselors,detailed,590,51
32925,13-2072,Loan Officers,detailed,10280,51
32926,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1310,51
32927,13-2082,Tax Preparers,detailed,2070,51
