NAIF ID     NAME                    IAU NUMBER
0    :      SSB
0    :      SOLAR SYSTEM BARYCENTER
1    :      MERCURY BARYCENTER
2    :      VENUS BARYCENTER
3    :      EMB
3    :      EARTH MOON BARYCENTER
3    :      EARTH-MOON BARYCENTER
3    :      EARTH BARYCENTER
4    :      MARS BARYCENTER
5    :      JUPITER BARYCENTER
6    :      SATURN BARYCENTER
7    :      URANUS BARYCENTER
8    :      NEPTUNE BARYCENTER
9    :      PLUTO BARYCENTER
10   :      SUN

199  :      MERCURY
299  :      VENUS
399  :      EARTH
301  :      MOON
499  :      MARS
401  :      PHOBOS            :   MI
402  :      DEIMOS            :   MII
599  :      JUPITER
501  :      IO                :   JI
502  :      EUROPA            :   JII
503  :      GANYMEDE          :   JIII
504  :      CALLISTO          :   JIV
505  :      AMALTHEA          :   JV
506  :      HIMALIA           :   JVI
507  :      ELARA             :   JVII
508  :      PASIPHAE          :   JVIII
509  :      SINOPE            :   JIX
510  :      LYSITHEA          :   JX
511  :      CARME             :   JXI
512  :      ANANKE            :   JXII
513  :      LEDA              :   JXIII
514  :      1979J2
514  :      THEBE             :   JXIV
515  :      1979J1
515  :      ADRASTEA          :   JXV
516  :      1979J3
516  :      METIS             :   JXVI
517  :      CALLIRRHOE        :   JXVII
518  :      THEMISTO          :   JXVIII
519  :      MAGACLITE         :   JXIX
520  :      TAYGETE           :   JXX
521  :      CHALDENE          :   JXXI
522  :      HARPALYKE         :   JXXII
523  :      KALYKE            :   JXXIII
524  :      IOCASTE           :   JXXIV
525  :      ERINOME           :   JXXV
526  :      ISONOE            :   JXXVI
527  :      PRAXIDIKE         :   JXXVII
528  :      AUTONOE           :   JXXVIII
529  :      THYONE            :   JXXIX
530  :      HERMIPPE          :   JXXX
531  :      AITNE             :   JXXXI
532  :      EURYDOME          :   JXXXII
533  :      EUANTHE           :   JXXXIII
534  :      EUPORIE           :   JXXXIV
535  :      ORTHOSIE          :   JXXXV
536  :      SPONDE            :   JXXXVI
537  :      KALE              :   JXXXVII
538  :      PASITHEE          :   JXXXVIII
539  :      HEGEMONE          :   JXXXIX
540  :      MNEME             :   JXL
541  :      AOEDE             :   JXLI
542  :      THELXINOE         :   JXLII
543  :      ARCHE             :   JXLIII
544  :      KALLICHORE        :   JXLIV
545  :      HELIKE            :   JXLV
546  :      CARPO             :   JXLVI
547  :      EUKELADE          :   JXLVII
548  :      CYLLENE           :   JXLVIII
699  :      SATURN
601  :      MIMAS             :   SI
602  :      ENCELADUS         :   SII
603  :      TETHYS            :   SIII
604  :      DIONE             :   SIV
605  :      RHEA              :   SV
606  :      TITAN             :   SVI
607  :      HYPERION          :   SVII
608  :      IAPETUS           :   SVIII
609  :      PHOEBE            :   SIX
610  :      1980S1
610  :      JANUS             :   SX
611  :      1980S3
611  :      EPIMETHEUS        :   SXI
612  :      1980S6
612  :      HELENE            :   SXII
613  :      1980S13
613  :      TELESTO           :   SXIII
614  :      1980S25
614  :      CALYPSO           :   SXIV
615  :      1980S28
615  :      ATLAS             :   SXV
616  :      1980S27
